State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,2019,Soil,Solid Waste,4.03
Illinois,Chicago,2019,Water,Urban Activities,14.03
Illinois,Chicago,2019,Soil,Industrial,18.87
Illinois,Chicago,2019,Water,Inorganic Fertilizers,19.19
Illinois,Chicago,2019,Soil,Inferior Irrigation,23.4
Illinois,Chicago,2019,Water,Chemical,31.4
Illinois,Chicago,2019,Soil,Surface water,32.83
Illinois,Chicago,2019,Water,Groundwater,-94.08
Illinois,Chicago,2019,Soil,Oxygen-depletion,-93.29
Illinois,Chicago,2019,Water,Solid Waste,-92.06
Georgia,Champaign,2020,Soil,Solid Waste,-89.77
Georgia,Champaign,2020,Water,Urban Activities,41.36
Georgia,Champaign,2020,Soil,Industrial,-86.39
Georgia,Champaign,2020,Water,Inorganic Fertilizers,-86.72
Georgia,Champaign,2020,Soil,Inferior Irrigation,-86.93
Georgia,Champaign,2020,Water,Chemical,46.73
Georgia,Champaign,2020,Soil,Surface water,52.25
Georgia,Champaign,2020,Water,Groundwater,-75.52
Georgia,Champaign,2020,Soil,Oxygen-depletion,-73.83
Georgia,Champaign,2020,Water,Solid Waste,58.36
Illinois,Columbus,2019,Soil,Solid Waste,67.95
Illinois,Columbus,2019,Water,Urban Activities,74.51
Illinois,Columbus,2019,Soil,Industrial,-50.93
Illinois,Columbus,2019,Water,Inorganic Fertilizers,-50.69
Illinois,Columbus,2019,Soil,Inferior Irrigation,-46.06
Illinois,Columbus,2019,Water,Chemical,85.21
Illinois,Columbus,2019,Soil,Surface water,87.73
Illinois,Columbus,2019,Water,Groundwater,-37.17
Illinois,Columbus,2019,Soil,Oxygen-depletion,-35.48
Illinois,Columbus,2019,Water,Solid Waste,-33.16
Georgia,Albany,2020,Soil,Solid Waste,-32.73
Georgia,Albany,2020,Water,Urban Activities,96.1
Georgia,Albany,2020,Soil,Industrial,-30.09
Georgia,Albany,2020,Water,Inorganic Fertilizers,-28.44
Georgia,Albany,2020,Soil,Inferior Irrigation,-27.34
Georgia,Albany,2020,Water,Chemical,-22.66
Georgia,Albany,2020,Soil,Surface water,-18.8
Georgia,Albany,2020,Water,Groundwater,-10.86
Georgia,Albany,2020,Soil,Oxygen-depletion,-9.82
Georgia,Albany,2020,Water,Solid Waste,-6.9
