State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,2019,Air,Thermal,0.24
Illinois,Springfield,2019,Water,Light,-0.94
Illinois,Springfield,2019,Soil,Noise,3.26
Illinois,Springfield,2019,Air,Groundwater,6.05
Illinois,Springfield,2019,Water,Chemical,16.81
Illinois,Springfield,2019,Soil,Industrial,18.06
Illinois,Springfield,2019,Air,Solid Waste,19.23
Illinois,Springfield,2019,Water,Inferior Irrigation,24.63
Illinois,Springfield,2019,Soil,Urban Activities,25.69
Illinois,Springfield,2019,Air,Inorganic Fertilizers,26.79
Illinois,Springfield,2019,Water,Thermal,34.08
Illinois,Springfield,2019,Soil,Light,-93.68
Illinois,Springfield,2019,Air,Noise,-92.95
Illinois,Springfield,2019,Water,Groundwater,37.94
Illinois,Springfield,2019,Soil,Chemical,37.81
California,Champaign,2015,Air,Thermal,-89.15
California,Champaign,2015,Water,Light,40.02
California,Champaign,2015,Soil,Noise,40.19
California,Champaign,2015,Air,Groundwater,42.0
California,Champaign,2015,Water,Chemical,43.82
California,Champaign,2015,Soil,Industrial,44.25
California,Champaign,2015,Air,Solid Waste,-83.65
California,Champaign,2015,Water,Inferior Irrigation,46.72
California,Champaign,2015,Soil,Urban Activities,43.92
California,Champaign,2015,Air,Inorganic Fertilizers,45.41
California,Champaign,2015,Water,Thermal,-78.42
California,Champaign,2015,Soil,Light,-75.63
California,Champaign,2015,Air,Noise,54.84
California,Champaign,2015,Water,Groundwater,-74.61
California,Champaign,2015,Soil,Chemical,53.99
Illinois,Berkeley,2019,Air,Thermal,59.65
Illinois,Berkeley,2019,Water,Light,-68.95
Illinois,Berkeley,2019,Soil,Noise,-68.62
Illinois,Berkeley,2019,Air,Groundwater,-61.7
Illinois,Berkeley,2019,Water,Chemical,69.15
Illinois,Berkeley,2019,Soil,Industrial,69.06
Illinois,Berkeley,2019,Air,Solid Waste,71.92
Illinois,Berkeley,2019,Water,Inferior Irrigation,-51.66
Illinois,Berkeley,2019,Soil,Urban Activities,-47.43
Illinois,Berkeley,2019,Air,Inorganic Fertilizers,85.62
Illinois,Berkeley,2019,Water,Thermal,86.08
Illinois,Berkeley,2019,Soil,Light,87.18
Illinois,Berkeley,2019,Air,Noise,87.96
Illinois,Berkeley,2019,Water,Groundwater,-39.33
Illinois,Berkeley,2019,Soil,Chemical,-36.32
California,Malibu,2015,Air,Thermal,92.33
California,Malibu,2015,Water,Light,95.94
California,Malibu,2015,Soil,Noise,-32.49
California,Malibu,2015,Air,Groundwater,-27.69
California,Malibu,2015,Water,Chemical,-26.29
California,Malibu,2015,Soil,Industrial,-25.39
California,Malibu,2015,Air,Solid Waste,-25.19
California,Malibu,2015,Water,Inferior Irrigation,-26.24
California,Malibu,2015,Soil,Urban Activities,-19.3
California,Malibu,2015,Air,Inorganic Fertilizers,-18.17
California,Malibu,2015,Water,Thermal,-16.98
California,Malibu,2015,Soil,Light,-12.59
California,Malibu,2015,Air,Noise,-6.94
California,Malibu,2015,Water,Groundwater,-4.61
California,Malibu,2015,Soil,Chemical,-1.31
