State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Portland,2018,Water,Surface water,-0.8
Oregon,Portland,2018,Air,Oxygen-depletion,1.11
Oregon,Portland,2018,Soil,Thermal,4.58
Oregon,Portland,2018,Water,Light,5.88
Oregon,Portland,2018,Air,Noise,9.24
Oregon,Portland,2018,Soil,Industrial,10.33
Oregon,Portland,2018,Water,Inferior Irrigation,12.17
Oregon,Portland,2018,Air,Solid Waste,15.95
Oregon,Portland,2018,Soil,Inorganic Fertilizers,19.11
Oregon,Portland,2018,Water,Urban Activities,20.8
Oregon,Portland,2018,Air,Surface water,23.48
Oregon,Portland,2018,Soil,Oxygen-depletion,25.43
Oregon,Portland,2018,Water,Thermal,25.05
Oregon,Portland,2018,Air,Light,25.8
Oregon,Portland,2018,Soil,Noise,30.01
California,Redmond,2020,Water,Surface water,30.41
California,Redmond,2020,Air,Oxygen-depletion,31.72
California,Redmond,2020,Soil,Thermal,33.88
California,Redmond,2020,Water,Light,32.64
California,Redmond,2020,Air,Noise,34.1
California,Redmond,2020,Soil,Industrial,38.45
California,Redmond,2020,Water,Inferior Irrigation,39.37
California,Redmond,2020,Air,Solid Waste,40.54
California,Redmond,2020,Soil,Inorganic Fertilizers,39.61
California,Redmond,2020,Water,Urban Activities,42.16
California,Redmond,2020,Air,Surface water,39.28
California,Redmond,2020,Soil,Oxygen-depletion,44.32
California,Redmond,2020,Water,Thermal,45.01
California,Redmond,2020,Air,Light,48.26
California,Redmond,2020,Soil,Noise,49.32
Georgia,Salem,2016,Water,Surface water,50.68
Georgia,Salem,2016,Air,Oxygen-depletion,52.83
Georgia,Salem,2016,Soil,Thermal,54.1
Georgia,Salem,2016,Water,Light,56.54
Georgia,Salem,2016,Air,Noise,56.62
Georgia,Salem,2016,Soil,Industrial,58.67
Georgia,Salem,2016,Water,Inferior Irrigation,60.85
Georgia,Salem,2016,Air,Solid Waste,61.6
Georgia,Salem,2016,Soil,Inorganic Fertilizers,62.83
Georgia,Salem,2016,Water,Urban Activities,65.68
Georgia,Salem,2016,Air,Surface water,66.58
Georgia,Salem,2016,Soil,Oxygen-depletion,66.82
Georgia,Salem,2016,Water,Thermal,68.42
Georgia,Salem,2016,Air,Light,69.82
Georgia,Salem,2016,Soil,Noise,67.78
Oregon,Los-Angeles,2018,Water,Surface water,71.73
Oregon,Los-Angeles,2018,Air,Oxygen-depletion,71.2
Oregon,Los-Angeles,2018,Soil,Thermal,72.11
Oregon,Los-Angeles,2018,Water,Light,74.83
Oregon,Los-Angeles,2018,Air,Noise,75.83
Oregon,Los-Angeles,2018,Soil,Industrial,78.31
Oregon,Los-Angeles,2018,Water,Inferior Irrigation,78.39
Oregon,Los-Angeles,2018,Air,Solid Waste,80.56
Oregon,Los-Angeles,2018,Soil,Inorganic Fertilizers,82.56
Oregon,Los-Angeles,2018,Water,Urban Activities,84.32
Oregon,Los-Angeles,2018,Air,Surface water,84.22
Oregon,Los-Angeles,2018,Soil,Oxygen-depletion,86.32
Oregon,Los-Angeles,2018,Water,Thermal,87.07
Oregon,Los-Angeles,2018,Air,Light,84.21
Oregon,Los-Angeles,2018,Soil,Noise,90.68
