Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,March,Michigan,Detroit,8.96
Production,Workshop,Q3,February,Minnesota,Port Huron,8.74
Production,Workshop,Q1,September,Michigan,Rochester,16.06
Production,Workshop,Q3,August,Minnesota,Minneapolis,17.04
Production,Workshop,Q1,July,Michigan,Detroit,22.41
Production,Workshop,Q3,March,Minnesota,Port Huron,28.27
Culture,Factory,Q1,March,Michigan,Detroit,30.76
Culture,Factory,Q3,February,Minnesota,Port Huron,31.86
Culture,Factory,Q1,September,Michigan,Rochester,32.62
Culture,Factory,Q3,August,Minnesota,Minneapolis,31.34
Culture,Factory,Q1,July,Michigan,Detroit,43.63
Culture,Factory,Q3,March,Minnesota,Port Huron,48.31
Production,Museum,Q1,March,Michigan,Detroit,49.49
Production,Museum,Q3,February,Minnesota,Port Huron,53.55
Production,Museum,Q1,September,Michigan,Rochester,60.95
Production,Museum,Q3,August,Minnesota,Minneapolis,66.75
Production,Museum,Q1,July,Michigan,Detroit,69.3
Production,Museum,Q3,March,Minnesota,Port Huron,71.52
Culture,Concert,Q1,March,Michigan,Detroit,71.64
Culture,Concert,Q3,February,Minnesota,Port Huron,75.08
Culture,Concert,Q1,September,Michigan,Rochester,80.58
Culture,Concert,Q3,August,Minnesota,Minneapolis,82.09
Culture,Concert,Q1,July,Michigan,Detroit,83.67
Culture,Concert,Q3,March,Minnesota,Port Huron,84.67
Production,Theatre,Q1,March,Michigan,Detroit,86.14
Production,Theatre,Q3,February,Minnesota,Port Huron,90.03
Production,Theatre,Q1,September,Michigan,Rochester,95.64
Production,Theatre,Q3,August,Minnesota,Minneapolis,96.89
Production,Theatre,Q1,July,Michigan,Detroit,97.98
Production,Theatre,Q3,March,Minnesota,Port Huron,98.55
