Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,October,9.54
Culture,Theatre,Q1,December,10.56
Culture,Theatre,Q4,November,13.22
Culture,Theatre,Q1,February,17.11
Culture,Theatre,Q4,March,22.11
Culture,Theatre,Q1,January,22.86
Service,Concert,Q4,October,28.33
Service,Concert,Q1,December,30.54
Service,Concert,Q4,November,30.92
Service,Concert,Q1,February,42.31
Service,Concert,Q4,March,51.72
Service,Concert,Q1,January,52.65
Culture,Library,Q4,October,54.35
Culture,Library,Q1,December,56.56
Culture,Library,Q4,November,57.91
Culture,Library,Q1,February,67.78
Culture,Library,Q4,March,69.94
Culture,Library,Q1,January,69.55
Service,Administration,Q4,October,72.53
Service,Administration,Q1,December,74.47
Service,Administration,Q4,November,75.35
Service,Administration,Q1,February,80.53
Service,Administration,Q4,March,89.92
Service,Administration,Q1,January,91.58
