Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Beverage,Soda,384.13
Import,2020,Cereals,Juice,271.51
Import,2020,Meat,Tea,19.55
Import,2020,Beverage,Soybeans,23.75
Import,2020,Cereals,Rice,800.42
Import,2020,Meat,Duck,37.37
Import,2020,Beverage,Lamb,166.76
Import,2020,Cereals,Camel,299.52
Import,2020,Meat,Soda,687.81
Import,2018,Beverage,Soda,435.86
Import,2018,Cereals,Juice,948.39
Import,2018,Meat,Tea,312.83
Import,2018,Beverage,Soybeans,57.05
Import,2018,Cereals,Rice,58.92
Import,2018,Meat,Duck,58.47
Import,2018,Beverage,Lamb,442.52
Import,2018,Cereals,Camel,575.52
Import,2018,Meat,Soda,321.13
Import,2015,Beverage,Soda,708.48
Import,2015,Cereals,Juice,455.35
Import,2015,Meat,Tea,328.51
Import,2015,Beverage,Soybeans,972.57
Import,2015,Cereals,Rice,463.53
Import,2015,Meat,Duck,337.46
Import,2015,Beverage,Lamb,854.66
Import,2015,Cereals,Camel,94.93
Import,2015,Meat,Soda,95.65
Import,2020,Beverage,Soda,992.5
Import,2020,Cereals,Juice,867.45
Import,2020,Meat,Tea,361.89
Import,2020,Beverage,Soybeans,106.1
Import,2020,Cereals,Rice,368.73
Import,2020,Meat,Duck,882.22
Import,2020,Beverage,Lamb,885.62
Import,2020,Cereals,Camel,507.4
Import,2020,Meat,Soda,638.89
