Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,August,2.84
Production,Workshop,Q1,July,7.58
Production,Workshop,Q4,January,7.4
Production,Workshop,Q3,February,9.62
Production,Workshop,Q1,March,7.89
Production,Workshop,Q4,October,7.71
Production,Workshop,Q3,December,14.29
Production,Workshop,Q1,November,22.64
Production,Workshop,Q4,August,23.56
Residential,Factory,Q3,August,25.08
Residential,Factory,Q1,July,33.53
Residential,Factory,Q4,January,34.25
Residential,Factory,Q3,February,35.8
Residential,Factory,Q1,March,45.15
Residential,Factory,Q4,October,47.73
Residential,Factory,Q3,December,50.59
Residential,Factory,Q1,November,50.68
Residential,Factory,Q4,August,53.45
Production,Hotel,Q3,August,54.73
Production,Hotel,Q1,July,58.59
Production,Hotel,Q4,January,59.38
Production,Hotel,Q3,February,65.37
Production,Hotel,Q1,March,67.41
Production,Hotel,Q4,October,69.68
Production,Hotel,Q3,December,71.69
Production,Hotel,Q1,November,76.31
Production,Hotel,Q4,August,79.03
Residential,Apartment,Q3,August,79.06
Residential,Apartment,Q1,July,83.51
Residential,Apartment,Q4,January,85.1
Residential,Apartment,Q3,February,87.92
Residential,Apartment,Q1,March,88.01
Residential,Apartment,Q4,October,89.63
Residential,Apartment,Q3,December,88.92
Residential,Apartment,Q1,November,95.81
Residential,Apartment,Q4,August,98.0
