Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q1,March,Nevada,Las Vegas,0.27
Production,Factory,Q2,January,Nevada,Boulder City,2.14
Production,Factory,Q1,February,Nevada,Las Vegas,5.81
Production,Factory,Q2,June,Nevada,Boulder City,11.92
Production,Factory,Q1,May,Nevada,Las Vegas,16.21
Production,Factory,Q2,April,Nevada,Boulder City,21.11
Residential,Workshop,Q1,March,Nevada,Las Vegas,24.54
Residential,Workshop,Q2,January,Nevada,Boulder City,25.06
Residential,Workshop,Q1,February,Nevada,Las Vegas,29.32
Residential,Workshop,Q2,June,Nevada,Boulder City,30.09
Residential,Workshop,Q1,May,Nevada,Las Vegas,32.58
Residential,Workshop,Q2,April,Nevada,Boulder City,33.69
Culture,Hotel,Q1,March,Nevada,Las Vegas,35.69
Culture,Hotel,Q2,January,Nevada,Boulder City,41.94
Culture,Hotel,Q1,February,Nevada,Las Vegas,43.32
Culture,Hotel,Q2,June,Nevada,Boulder City,45.97
Culture,Hotel,Q1,May,Nevada,Las Vegas,51.45
Culture,Hotel,Q2,April,Nevada,Boulder City,52.6
Production,House,Q1,March,Nevada,Las Vegas,53.27
Production,House,Q2,January,Nevada,Boulder City,52.82
Production,House,Q1,February,Nevada,Las Vegas,55.52
Production,House,Q2,June,Nevada,Boulder City,55.34
Production,House,Q1,May,Nevada,Las Vegas,57.37
Production,House,Q2,April,Nevada,Boulder City,64.8
Residential,Theatre,Q1,March,Nevada,Las Vegas,74.28
Residential,Theatre,Q2,January,Nevada,Boulder City,75.37
Residential,Theatre,Q1,February,Nevada,Las Vegas,80.29
Residential,Theatre,Q2,June,Nevada,Boulder City,80.23
Residential,Theatre,Q1,May,Nevada,Las Vegas,80.87
Residential,Theatre,Q2,April,Nevada,Boulder City,89.64
Culture,Concert,Q1,March,Nevada,Las Vegas,92.5
Culture,Concert,Q2,January,Nevada,Boulder City,93.54
Culture,Concert,Q1,February,Nevada,Las Vegas,94.73
Culture,Concert,Q2,June,Nevada,Boulder City,96.33
Culture,Concert,Q1,May,Nevada,Las Vegas,96.82
Culture,Concert,Q2,April,Nevada,Boulder City,98.88
