Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q3,August,Georgia,Washington,3.2
Service,Library,Q1,July,Massachusetts,Lenox,4.06
Service,Library,Q4,January,Georgia,Washington,4.17
Service,Library,Q3,March,Massachusetts,Lenox,4.93
Service,Library,Q1,November,Georgia,Washington,6.76
Service,Library,Q4,October,Massachusetts,Lenox,7.5
Service,Library,Q3,December,Georgia,Washington,9.23
Service,Library,Q1,August,Massachusetts,Lenox,10.43
Service,Library,Q4,July,Georgia,Washington,13.54
Production,Administration,Q3,August,Georgia,Washington,17.7
Production,Administration,Q1,July,Massachusetts,Lenox,17.89
Production,Administration,Q4,January,Georgia,Washington,19.52
Production,Administration,Q3,March,Massachusetts,Lenox,22.11
Production,Administration,Q1,November,Georgia,Washington,23.46
Production,Administration,Q4,October,Massachusetts,Lenox,24.77
Production,Administration,Q3,December,Georgia,Washington,25.29
Production,Administration,Q1,August,Massachusetts,Lenox,26.9
Production,Administration,Q4,July,Georgia,Washington,26.17
Residential,Hospital,Q3,August,Georgia,Washington,27.86
Residential,Hospital,Q1,July,Massachusetts,Lenox,25.99
Residential,Hospital,Q4,January,Georgia,Washington,31.29
Residential,Hospital,Q3,March,Massachusetts,Lenox,32.09
Residential,Hospital,Q1,November,Georgia,Washington,33.85
Residential,Hospital,Q4,October,Massachusetts,Lenox,34.4
Residential,Hospital,Q3,December,Georgia,Washington,35.67
Residential,Hospital,Q1,August,Massachusetts,Lenox,38.5
Residential,Hospital,Q4,July,Georgia,Washington,40.43
Service,Factory,Q3,August,Georgia,Washington,42.3
Service,Factory,Q1,July,Massachusetts,Lenox,43.32
Service,Factory,Q4,January,Georgia,Washington,46.01
Service,Factory,Q3,March,Massachusetts,Lenox,53.76
Service,Factory,Q1,November,Georgia,Washington,53.0
Service,Factory,Q4,October,Massachusetts,Lenox,57.68
Service,Factory,Q3,December,Georgia,Washington,58.53
Service,Factory,Q1,August,Massachusetts,Lenox,59.95
Service,Factory,Q4,July,Georgia,Washington,61.15
Production,Workshop,Q3,August,Georgia,Washington,62.51
Production,Workshop,Q1,July,Massachusetts,Lenox,63.65
Production,Workshop,Q4,January,Georgia,Washington,64.36
Production,Workshop,Q3,March,Massachusetts,Lenox,67.43
Production,Workshop,Q1,November,Georgia,Washington,69.9
Production,Workshop,Q4,October,Massachusetts,Lenox,71.79
Production,Workshop,Q3,December,Georgia,Washington,73.98
Production,Workshop,Q1,August,Massachusetts,Lenox,76.25
Production,Workshop,Q4,July,Georgia,Washington,77.34
Residential,Hotel,Q3,August,Georgia,Washington,79.42
Residential,Hotel,Q1,July,Massachusetts,Lenox,81.44
Residential,Hotel,Q4,January,Georgia,Washington,82.14
Residential,Hotel,Q3,March,Massachusetts,Lenox,81.63
Residential,Hotel,Q1,November,Georgia,Washington,82.48
Residential,Hotel,Q4,October,Massachusetts,Lenox,85.51
Residential,Hotel,Q3,December,Georgia,Washington,86.45
Residential,Hotel,Q1,August,Massachusetts,Lenox,87.51
Residential,Hotel,Q4,July,Georgia,Washington,88.3
Service,Apartment,Q3,August,Georgia,Washington,90.76
Service,Apartment,Q1,July,Massachusetts,Lenox,93.5
Service,Apartment,Q4,January,Georgia,Washington,95.86
Service,Apartment,Q3,March,Massachusetts,Lenox,95.43
Service,Apartment,Q1,November,Georgia,Washington,97.41
Service,Apartment,Q4,October,Massachusetts,Lenox,98.08
Service,Apartment,Q3,December,Georgia,Washington,99.52
Service,Apartment,Q1,August,Massachusetts,Lenox,95.6
Service,Apartment,Q4,July,Georgia,Washington,96.34
