Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Dairy,Cheese,65.66
Export,2020,Meat,Butter,897.73
Export,2020,Dairy,Milk,535.59
Export,2020,Meat,Lamb,967.8
Export,2020,Dairy,Duck,392.48
Export,2020,Meat,Chicken,472.7
Export,2015,Dairy,Cheese,14.36
Export,2015,Meat,Butter,623.58
Export,2015,Dairy,Milk,462.89
Export,2015,Meat,Lamb,506.61
Export,2015,Dairy,Duck,500.76
Export,2015,Meat,Chicken,533.98
Export,2020,Dairy,Cheese,406.56
Export,2020,Meat,Butter,246.16
Export,2020,Dairy,Milk,566.57
Export,2020,Meat,Lamb,986.66
Export,2020,Dairy,Duck,987.1
Export,2020,Meat,Chicken,605.68
