Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q1,January,4.67
Culture,Museum,Q2,February,6.54
Culture,Museum,Q3,June,6.7
Culture,Museum,Q1,May,9.39
Culture,Museum,Q2,July,14.82
Culture,Museum,Q3,August,28.38
Culture,Museum,Q1,September,32.33
Culture,Museum,Q2,January,33.23
Culture,Museum,Q3,February,35.11
Residential,Concert,Q1,January,36.2
Residential,Concert,Q2,February,42.06
Residential,Concert,Q3,June,43.78
Residential,Concert,Q1,May,44.63
Residential,Concert,Q2,July,54.47
Residential,Concert,Q3,August,57.21
Residential,Concert,Q1,September,61.9
Residential,Concert,Q2,January,62.69
Residential,Concert,Q3,February,63.62
Culture,House,Q1,January,61.86
Culture,House,Q2,February,72.49
Culture,House,Q3,June,76.51
Culture,House,Q1,May,78.45
Culture,House,Q2,July,79.74
Culture,House,Q3,August,80.35
Culture,House,Q1,September,80.7
Culture,House,Q2,January,82.95
Culture,House,Q3,February,80.56
Residential,Apartment,Q1,January,81.6
Residential,Apartment,Q2,February,85.27
Residential,Apartment,Q3,June,89.21
Residential,Apartment,Q1,May,89.34
Residential,Apartment,Q2,July,94.48
Residential,Apartment,Q3,August,96.39
Residential,Apartment,Q1,September,97.42
Residential,Apartment,Q2,January,96.53
Residential,Apartment,Q3,February,99.29
