Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q2,June,Minnesota,Hastings,2.83
Service,Administration,Q4,May,Georgia,Minneapolis,3.63
Service,Administration,Q1,April,Minnesota,Albany,2.06
Service,Administration,Q2,December,Georgia,Washington,5.69
Service,Administration,Q4,November,Minnesota,Hastings,6.57
Service,Administration,Q1,January,Georgia,Minneapolis,4.21
Service,Administration,Q2,February,Minnesota,Albany,14.93
Service,Administration,Q4,June,Georgia,Washington,15.75
Service,Administration,Q1,May,Minnesota,Hastings,17.77
Culture,School,Q2,June,Minnesota,Hastings,18.13
Culture,School,Q4,May,Georgia,Minneapolis,18.1
Culture,School,Q1,April,Minnesota,Albany,18.01
Culture,School,Q2,December,Georgia,Washington,18.57
Culture,School,Q4,November,Minnesota,Hastings,24.34
Culture,School,Q1,January,Georgia,Minneapolis,24.77
Culture,School,Q2,February,Minnesota,Albany,26.35
Culture,School,Q4,June,Georgia,Washington,27.72
Culture,School,Q1,May,Minnesota,Hastings,24.09
Production,Concert,Q2,June,Minnesota,Hastings,26.88
Production,Concert,Q4,May,Georgia,Minneapolis,33.31
Production,Concert,Q1,April,Minnesota,Albany,34.01
Production,Concert,Q2,December,Georgia,Washington,35.91
Production,Concert,Q4,November,Minnesota,Hastings,36.8
Production,Concert,Q1,January,Georgia,Minneapolis,83.11
Production,Concert,Q2,February,Minnesota,Albany,38.76
Production,Concert,Q4,June,Georgia,Washington,35.27
Production,Concert,Q1,May,Minnesota,Hastings,44.84
Service,Museum,Q2,June,Minnesota,Hastings,45.23
Service,Museum,Q4,May,Georgia,Minneapolis,49.95
Service,Museum,Q1,April,Minnesota,Albany,49.22
Service,Museum,Q2,December,Georgia,Washington,51.98
Service,Museum,Q4,November,Minnesota,Hastings,51.24
Service,Museum,Q1,January,Georgia,Minneapolis,53.21
Service,Museum,Q2,February,Minnesota,Albany,53.84
Service,Museum,Q4,June,Georgia,Washington,57.14
Service,Museum,Q1,May,Minnesota,Hastings,59.22
Culture,Theatre,Q2,June,Minnesota,Hastings,61.41
Culture,Theatre,Q4,May,Georgia,Minneapolis,62.33
Culture,Theatre,Q1,April,Minnesota,Albany,64.27
Culture,Theatre,Q2,December,Georgia,Washington,70.93
Culture,Theatre,Q4,November,Minnesota,Hastings,72.02
Culture,Theatre,Q1,January,Georgia,Minneapolis,73.75
Culture,Theatre,Q2,February,Minnesota,Albany,72.74
Culture,Theatre,Q4,June,Georgia,Washington,74.86
Culture,Theatre,Q1,May,Minnesota,Hastings,76.76
Production,Workshop,Q2,June,Minnesota,Hastings,79.82
Production,Workshop,Q4,May,Georgia,Minneapolis,80.06
Production,Workshop,Q1,April,Minnesota,Albany,81.41
Production,Workshop,Q2,December,Georgia,Washington,82.14
Production,Workshop,Q4,November,Minnesota,Hastings,83.97
Production,Workshop,Q1,January,Georgia,Minneapolis,84.45
Production,Workshop,Q2,February,Minnesota,Albany,85.9
Production,Workshop,Q4,June,Georgia,Washington,86.3
Production,Workshop,Q1,May,Minnesota,Hastings,87.56
Service,Factory,Q2,June,Minnesota,Hastings,88.45
Service,Factory,Q4,May,Georgia,Minneapolis,89.26
Service,Factory,Q1,April,Minnesota,Albany,90.65
Service,Factory,Q2,December,Georgia,Washington,86.38
Service,Factory,Q4,November,Minnesota,Hastings,92.38
Service,Factory,Q1,January,Georgia,Minneapolis,93.64
Service,Factory,Q2,February,Minnesota,Albany,94.76
Service,Factory,Q4,June,Georgia,Washington,99.8
Service,Factory,Q1,May,Minnesota,Hastings,99.16
