Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q1,February,Oregon,Salem,3.39
Residential,Hotel,Q4,January,Minnesota,Minneapolis,4.05
Residential,Hotel,Q1,March,Oregon,Rochester,9.76
Residential,Hotel,Q4,October,Minnesota,Salem,10.22
Residential,Hotel,Q1,November,Oregon,Minneapolis,12.27
Residential,Hotel,Q4,February,Minnesota,Rochester,12.5
Culture,House,Q1,February,Oregon,Salem,14.32
Culture,House,Q4,January,Minnesota,Minneapolis,15.1
Culture,House,Q1,March,Oregon,Rochester,16.87
Culture,House,Q4,October,Minnesota,Salem,17.94
Culture,House,Q1,November,Oregon,Minneapolis,13.19
Culture,House,Q4,February,Minnesota,Rochester,19.53
Production,Apartment,Q1,February,Oregon,Salem,20.24
Production,Apartment,Q4,January,Minnesota,Minneapolis,22.61
Production,Apartment,Q1,March,Oregon,Rochester,23.33
Production,Apartment,Q4,October,Minnesota,Salem,24.79
Production,Apartment,Q1,November,Oregon,Minneapolis,25.17
Production,Apartment,Q4,February,Minnesota,Rochester,26.98
Residential,Museum,Q1,February,Oregon,Salem,32.05
Residential,Museum,Q4,January,Minnesota,Minneapolis,33.2
Residential,Museum,Q1,March,Oregon,Rochester,35.29
Residential,Museum,Q4,October,Minnesota,Salem,38.4
Residential,Museum,Q1,November,Oregon,Minneapolis,39.76
Residential,Museum,Q4,February,Minnesota,Rochester,40.84
Culture,Concert,Q1,February,Oregon,Salem,41.04
Culture,Concert,Q4,January,Minnesota,Minneapolis,40.66
Culture,Concert,Q1,March,Oregon,Rochester,43.81
Culture,Concert,Q4,October,Minnesota,Salem,38.39
Culture,Concert,Q1,November,Oregon,Minneapolis,44.37
Culture,Concert,Q4,February,Minnesota,Rochester,49.52
Production,Theatre,Q1,February,Oregon,Salem,51.35
Production,Theatre,Q4,January,Minnesota,Minneapolis,52.48
Production,Theatre,Q1,March,Oregon,Rochester,53.75
Production,Theatre,Q4,October,Minnesota,Salem,56.54
Production,Theatre,Q1,November,Oregon,Minneapolis,60.42
Production,Theatre,Q4,February,Minnesota,Rochester,63.59
Residential,Workshop,Q1,February,Oregon,Salem,64.15
Residential,Workshop,Q4,January,Minnesota,Minneapolis,67.02
Residential,Workshop,Q1,March,Oregon,Rochester,68.77
Residential,Workshop,Q4,October,Minnesota,Salem,70.57
Residential,Workshop,Q1,November,Oregon,Minneapolis,72.78
Residential,Workshop,Q4,February,Minnesota,Rochester,78.77
Culture,Factory,Q1,February,Oregon,Salem,80.11
Culture,Factory,Q4,January,Minnesota,Minneapolis,81.13
Culture,Factory,Q1,March,Oregon,Rochester,91.29
Culture,Factory,Q4,October,Minnesota,Salem,93.45
Culture,Factory,Q1,November,Oregon,Minneapolis,95.63
Culture,Factory,Q4,February,Minnesota,Rochester,97.44
