Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2018,Humidity,Low,1.62
2018,Wind,High,2.8
2018,Temperature,Medium,3.85
2018,Humidity,Calm,2.7
2018,Wind,Storm,2.94
2018,Temperature,0-10,10.19
2018,Humidity,31-40,11.17
2018,Wind,Low,11.41
2018,Temperature,High,13.32
2022,Humidity,Low,13.2
2022,Wind,High,15.87
2022,Temperature,Medium,15.36
2022,Humidity,Calm,17.15
2022,Wind,Storm,15.16
2022,Temperature,0-10,15.17
2022,Humidity,31-40,20.11
2022,Wind,Low,20.38
2022,Temperature,High,16.88
2016,Humidity,Low,23.95
2016,Wind,High,16.54
2016,Temperature,Medium,25.26
2016,Humidity,Calm,26.85
2016,Wind,Storm,25.69
2016,Temperature,0-10,23.9
2016,Humidity,31-40,10.45
2016,Wind,Low,10.62
2016,Temperature,High,13.89
