Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q1,Cereals,Corn,906.28
Import,2020,Q1,Beverage,Oats,145.8
Import,2020,Q1,Cereals,Soda,24.88
Import,2020,Q1,Beverage,Tea,26.03
Import,2020,Q1,Cereals,Coffee,27.69
Import,2020,Q1,Beverage,Corn,796.66
Import,2016,Q1,Cereals,Corn,26.23
Import,2016,Q1,Beverage,Oats,414.33
Import,2016,Q1,Cereals,Soda,159.76
Import,2016,Q1,Beverage,Tea,35.39
Import,2016,Q1,Cereals,Coffee,419.63
Import,2016,Q1,Beverage,Corn,807.71
Import,2019,Q1,Cereals,Corn,684.3
Import,2019,Q1,Beverage,Oats,559.22
Import,2019,Q1,Cereals,Soda,433.74
Import,2019,Q1,Beverage,Tea,947.92
Import,2019,Q1,Cereals,Coffee,441.05
Import,2019,Q1,Beverage,Corn,957.94
Import,2020,Q1,Cereals,Corn,319.49
Import,2020,Q1,Beverage,Oats,963.43
Import,2020,Q1,Cereals,Soda,463.0
Import,2020,Q1,Beverage,Tea,227.49
Import,2020,Q1,Cereals,Coffee,868.27
Import,2020,Q1,Beverage,Corn,998.67
Import,2016,Q1,Cereals,Corn,616.82
Import,2016,Q1,Beverage,Oats,105.4
Import,2016,Q1,Cereals,Soda,112.14
Import,2016,Q1,Beverage,Tea,122.83
Import,2016,Q1,Cereals,Coffee,252.14
Import,2016,Q1,Beverage,Corn,895.44
