Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Coffee,770.66
Export,2020,Dairy,Juice,148.96
Export,2020,Meat,Tea,663.78
Export,2020,Beverage,Cheese,279.39
Export,2020,Dairy,Cream,27.47
Export,2020,Meat,Beef,542.85
Export,2020,Beverage,Chicken,32.88
Export,2020,Dairy,Coffee,290.92
Export,2020,Meat,Juice,295.99
Export,2018,Beverage,Coffee,40.08
Export,2018,Dairy,Juice,295.78
Export,2018,Meat,Tea,429.32
Export,2018,Beverage,Cheese,173.47
Export,2018,Dairy,Cream,558.33
Export,2018,Meat,Beef,176.45
Export,2018,Beverage,Chicken,689.25
Export,2018,Dairy,Coffee,434.91
Export,2018,Meat,Juice,566.86
Export,2016,Beverage,Coffee,951.18
Export,2016,Dairy,Juice,440.37
Export,2016,Meat,Tea,186.4
Export,2016,Beverage,Cheese,455.17
Export,2016,Dairy,Cream,712.56
Export,2016,Meat,Beef,969.15
Export,2016,Beverage,Chicken,202.8
Export,2016,Dairy,Coffee,332.27
Export,2016,Meat,Juice,333.24
Export,2020,Beverage,Coffee,852.87
Export,2020,Dairy,Juice,85.12
Export,2020,Meat,Tea,355.93
Export,2020,Beverage,Cheese,743.63
Export,2020,Dairy,Cream,489.29
Export,2020,Meat,Beef,237.74
Export,2020,Beverage,Chicken,112.28
Export,2020,Dairy,Coffee,759.63
Export,2020,Meat,Juice,251.9
