State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Flint,Air,Thermal,3.83
Michigan,Flint,Soil,Noise,8.7
Michigan,Flint,Water,Light,9.56
Michigan,Flint,Air,Industrial,11.76
Michigan,Flint,Soil,Urban Activities,14.25
Michigan,Flint,Water,Inferior Irrigation,15.27
Michigan,Flint,Air,Chemical,18.36
Michigan,Flint,Soil,Oxygen-depletion,21.57
Michigan,Flint,Water,Groundwater,22.83
Michigan,Flint,Air,Surface water,23.1
Michigan,Flint,Soil,Thermal,22.93
Michigan,Flint,Water,Noise,29.61
Nevada,Detroit,Air,Thermal,32.22
Nevada,Detroit,Soil,Noise,35.39
Nevada,Detroit,Water,Light,35.94
Nevada,Detroit,Air,Industrial,37.63
Nevada,Detroit,Soil,Urban Activities,38.78
Nevada,Detroit,Water,Inferior Irrigation,38.36
Nevada,Detroit,Air,Chemical,40.35
Nevada,Detroit,Soil,Oxygen-depletion,41.34
Nevada,Detroit,Water,Groundwater,42.48
Nevada,Detroit,Air,Surface water,44.75
Nevada,Detroit,Soil,Thermal,45.89
Nevada,Detroit,Water,Noise,48.43
Georgia,Reno,Air,Thermal,50.37
Georgia,Reno,Soil,Noise,51.15
Georgia,Reno,Water,Light,56.08
Georgia,Reno,Air,Industrial,63.63
Georgia,Reno,Soil,Urban Activities,63.78
Georgia,Reno,Water,Inferior Irrigation,68.5
Georgia,Reno,Air,Chemical,68.88
Georgia,Reno,Soil,Oxygen-depletion,70.56
Georgia,Reno,Water,Groundwater,73.84
Georgia,Reno,Air,Surface water,73.65
Georgia,Reno,Soil,Thermal,75.14
Georgia,Reno,Water,Noise,77.85
Michigan,Boulder City,Air,Thermal,78.98
Michigan,Boulder City,Soil,Noise,77.9
Michigan,Boulder City,Water,Light,84.65
Michigan,Boulder City,Air,Industrial,90.88
Michigan,Boulder City,Soil,Urban Activities,90.76
Michigan,Boulder City,Water,Inferior Irrigation,92.53
Michigan,Boulder City,Air,Chemical,90.11
Michigan,Boulder City,Soil,Oxygen-depletion,93.22
Michigan,Boulder City,Water,Groundwater,93.94
Michigan,Boulder City,Air,Surface water,92.04
Michigan,Boulder City,Soil,Thermal,97.0
Michigan,Boulder City,Water,Noise,98.92
Nevada,Las Vegas,Air,Thermal,97.66
Nevada,Las Vegas,Soil,Noise,98.59
Nevada,Las Vegas,Water,Light,-98.08
Nevada,Las Vegas,Air,Industrial,-94.28
Nevada,Las Vegas,Soil,Urban Activities,-88.73
Nevada,Las Vegas,Water,Inferior Irrigation,-86.33
Nevada,Las Vegas,Air,Chemical,-84.16
Nevada,Las Vegas,Soil,Oxygen-depletion,-82.79
Nevada,Las Vegas,Water,Groundwater,-78.38
Nevada,Las Vegas,Air,Surface water,-75.24
Nevada,Las Vegas,Soil,Thermal,-72.18
Nevada,Las Vegas,Water,Noise,-72.05
Georgia,Washington,Air,Thermal,-70.72
Georgia,Washington,Soil,Noise,-66.87
Georgia,Washington,Water,Light,-65.09
Georgia,Washington,Air,Industrial,-63.16
Georgia,Washington,Soil,Urban Activities,-63.82
Georgia,Washington,Water,Inferior Irrigation,-61.82
Georgia,Washington,Air,Chemical,-59.68
Georgia,Washington,Soil,Oxygen-depletion,-51.0
Georgia,Washington,Water,Groundwater,-51.16
Georgia,Washington,Air,Surface water,-49.32
Georgia,Washington,Soil,Thermal,-48.63
Georgia,Washington,Water,Noise,-47.04
Michigan,Columbus,Air,Thermal,-48.66
Michigan,Columbus,Soil,Noise,-40.51
Michigan,Columbus,Water,Light,-33.15
Michigan,Columbus,Air,Industrial,-33.48
Michigan,Columbus,Soil,Urban Activities,-31.5
Michigan,Columbus,Water,Inferior Irrigation,-31.69
Michigan,Columbus,Air,Chemical,-31.95
Michigan,Columbus,Soil,Oxygen-depletion,-28.15
Michigan,Columbus,Water,Groundwater,-30.96
Michigan,Columbus,Air,Surface water,-26.33
Michigan,Columbus,Soil,Thermal,-25.96
Michigan,Columbus,Water,Noise,-26.71
Nevada,Albany,Air,Thermal,-23.5
Nevada,Albany,Soil,Noise,-22.19
Nevada,Albany,Water,Light,-22.98
Nevada,Albany,Air,Industrial,-19.55
Nevada,Albany,Soil,Urban Activities,-16.96
Nevada,Albany,Water,Inferior Irrigation,-12.9
Nevada,Albany,Air,Chemical,-11.12
Nevada,Albany,Soil,Oxygen-depletion,-10.51
Nevada,Albany,Water,Groundwater,-9.88
Nevada,Albany,Air,Surface water,-7.7
Nevada,Albany,Soil,Thermal,-5.88
Nevada,Albany,Water,Noise,-4.76
