Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,August,Georgia,Albany,7.44
Production,Factory,Q2,July,Illinois,Springfield,10.39
Production,Factory,Q3,May,Georgia,Champaign,14.63
Production,Factory,Q2,June,Illinois,Albany,19.26
Culture,Workshop,Q3,August,Georgia,Albany,21.64
Culture,Workshop,Q2,July,Illinois,Springfield,25.16
Culture,Workshop,Q3,May,Georgia,Champaign,28.82
Culture,Workshop,Q2,June,Illinois,Albany,37.26
Residential,Theatre,Q3,August,Georgia,Albany,40.77
Residential,Theatre,Q2,July,Illinois,Springfield,42.29
Residential,Theatre,Q3,May,Georgia,Champaign,43.03
Residential,Theatre,Q2,June,Illinois,Albany,44.49
Production,Concert,Q3,August,Georgia,Albany,42.27
Production,Concert,Q2,July,Illinois,Springfield,43.09
Production,Concert,Q3,May,Georgia,Champaign,43.32
Production,Concert,Q2,June,Illinois,Albany,46.73
Culture,Hotel,Q3,August,Georgia,Albany,47.87
Culture,Hotel,Q2,July,Illinois,Springfield,46.16
Culture,Hotel,Q3,May,Georgia,Champaign,52.94
Culture,Hotel,Q2,June,Illinois,Albany,54.54
Residential,Apartment,Q3,August,Georgia,Albany,54.75
Residential,Apartment,Q2,July,Illinois,Springfield,56.57
Residential,Apartment,Q3,May,Georgia,Champaign,61.81
Residential,Apartment,Q2,June,Illinois,Albany,68.14
Production,House,Q3,August,Georgia,Albany,71.21
Production,House,Q2,July,Illinois,Springfield,86.4
Production,House,Q3,May,Georgia,Champaign,90.1
Production,House,Q2,June,Illinois,Albany,96.36
