Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Maryland,Baltimore,Temperature,21-30,0.42
2017,Maryland,Baltimore,Humidity,31-40,1.96
2017,Maryland,Baltimore,Temperature,0-10,0.29
2017,Maryland,Baltimore,Humidity,Medium,3.79
2017,Maryland,Baltimore,Temperature,High,1.67
2017,Maryland,Baltimore,Humidity,Low,0.43
2021,Oregon,Columbia,Temperature,21-30,6.35
2021,Oregon,Columbia,Humidity,31-40,7.89
2021,Oregon,Columbia,Temperature,0-10,8.99
2021,Oregon,Columbia,Humidity,Medium,7.97
2021,Oregon,Columbia,Temperature,High,4.53
2021,Oregon,Columbia,Humidity,Low,2.7
2016,Maryland,Aberdeen,Temperature,21-30,8.05
2016,Maryland,Aberdeen,Humidity,31-40,13.05
2016,Maryland,Aberdeen,Temperature,0-10,14.89
2016,Maryland,Aberdeen,Humidity,Medium,14.01
2016,Maryland,Aberdeen,Temperature,High,16.02
2016,Maryland,Aberdeen,Humidity,Low,17.79
2017,Oregon,Redmond,Temperature,21-30,16.3
2017,Oregon,Redmond,Humidity,31-40,19.64
2017,Oregon,Redmond,Temperature,0-10,20.1
2017,Oregon,Redmond,Humidity,Medium,21.06
2017,Oregon,Redmond,Temperature,High,22.97
2017,Oregon,Redmond,Humidity,Low,23.02
2021,Maryland,Salem,Temperature,21-30,24.73
2021,Maryland,Salem,Humidity,31-40,25.1
2021,Maryland,Salem,Temperature,0-10,24.95
2021,Maryland,Salem,Humidity,Medium,24.31
2021,Maryland,Salem,Temperature,High,26.39
2021,Maryland,Salem,Humidity,Low,23.68
2016,Oregon,Portland,Temperature,21-30,25.16
2016,Oregon,Portland,Humidity,31-40,25.75
2016,Oregon,Portland,Temperature,0-10,9.63
2016,Oregon,Portland,Humidity,Medium,18.21
2016,Oregon,Portland,Temperature,High,6.22
2016,Oregon,Portland,Humidity,Low,21.59
