Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Nevada,Reno,Temperature,31-40,0.81
2016,Nevada,Reno,Wind,11-20,1.73
2016,Nevada,Reno,Humidity,Breeze,2.86
2016,Nevada,Reno,Temperature,Storm,3.26
2016,Nevada,Reno,Wind,Calm,4.44
2016,Nevada,Reno,Humidity,Low,2.26
2016,Nevada,Reno,Temperature,Medium,0.32
2016,Nevada,Reno,Wind,31-40,7.52
2016,Nevada,Reno,Humidity,11-20,7.04
2015,Florida,Boulder City,Temperature,31-40,7.3
2015,Florida,Boulder City,Wind,11-20,8.68
2015,Florida,Boulder City,Humidity,Breeze,11.47
2015,Florida,Boulder City,Temperature,Storm,12.53
2015,Florida,Boulder City,Wind,Calm,10.96
2015,Florida,Boulder City,Humidity,Low,13.27
2015,Florida,Boulder City,Temperature,Medium,15.49
2015,Florida,Boulder City,Wind,31-40,16.18
2015,Florida,Boulder City,Humidity,11-20,17.28
2016,Illinois,Tampa,Temperature,31-40,12.84
2016,Illinois,Tampa,Wind,11-20,13.74
2016,Illinois,Tampa,Humidity,Breeze,20.31
2016,Illinois,Tampa,Temperature,Storm,21.64
2016,Illinois,Tampa,Wind,Calm,22.02
2016,Illinois,Tampa,Humidity,Low,22.11
2016,Illinois,Tampa,Temperature,Medium,24.64
2016,Illinois,Tampa,Wind,31-40,25.57
2016,Illinois,Tampa,Humidity,11-20,26.79
2015,Nevada,Fort Lauderdale,Temperature,31-40,27.77
2015,Nevada,Fort Lauderdale,Wind,11-20,28.0
2015,Nevada,Fort Lauderdale,Humidity,Breeze,25.02
2015,Nevada,Fort Lauderdale,Temperature,Storm,25.8
2015,Nevada,Fort Lauderdale,Wind,Calm,23.5
2015,Nevada,Fort Lauderdale,Humidity,Low,23.99
2015,Nevada,Fort Lauderdale,Temperature,Medium,5.07
2015,Nevada,Fort Lauderdale,Wind,31-40,26.99
2015,Nevada,Fort Lauderdale,Humidity,11-20,7.92
2016,Florida,Chicago,Temperature,31-40,7.99
2016,Florida,Chicago,Wind,11-20,3.67
2016,Florida,Chicago,Humidity,Breeze,9.35
2016,Florida,Chicago,Temperature,Storm,9.33
2016,Florida,Chicago,Wind,Calm,10.9
2016,Florida,Chicago,Humidity,Low,10.38
2016,Florida,Chicago,Temperature,Medium,11.12
2016,Florida,Chicago,Wind,31-40,12.62
2016,Florida,Chicago,Humidity,11-20,3.49
2015,Illinois,Champaign,Temperature,31-40,12.41
2015,Illinois,Champaign,Wind,11-20,0.03
2015,Illinois,Champaign,Humidity,Breeze,12.72
2015,Illinois,Champaign,Temperature,Storm,13.85
2015,Illinois,Champaign,Wind,Calm,0.88
2015,Illinois,Champaign,Humidity,Low,4.28
2015,Illinois,Champaign,Temperature,Medium,18.23
2015,Illinois,Champaign,Wind,31-40,6.2
2015,Illinois,Champaign,Humidity,11-20,19.09
2016,Nevada,Springfield,Temperature,31-40,19.7
2016,Nevada,Springfield,Wind,11-20,6.22
2016,Nevada,Springfield,Humidity,Breeze,20.16
2016,Nevada,Springfield,Temperature,Storm,20.6
2016,Nevada,Springfield,Wind,Calm,21.7
2016,Nevada,Springfield,Humidity,Low,22.22
2016,Nevada,Springfield,Temperature,Medium,0.41
2016,Nevada,Springfield,Wind,31-40,1.91
2016,Nevada,Springfield,Humidity,11-20,24.99
