Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,August,Florida,Fort Lauderdale,8.63
Production,Workshop,Q1,September,Minnesota,Tampa,11.69
Production,Workshop,Q2,February,Florida,Rochester,12.01
Production,Workshop,Q3,March,Minnesota,Fort Lauderdale,16.53
Production,Workshop,Q1,January,Florida,Tampa,17.73
Production,Workshop,Q2,May,Minnesota,Rochester,18.19
Production,Workshop,Q3,June,Florida,Fort Lauderdale,18.85
Production,Workshop,Q1,August,Minnesota,Tampa,21.47
Production,Workshop,Q2,September,Florida,Rochester,21.53
Residential,Factory,Q3,August,Florida,Fort Lauderdale,26.36
Residential,Factory,Q1,September,Minnesota,Tampa,27.52
Residential,Factory,Q2,February,Florida,Rochester,27.91
Residential,Factory,Q3,March,Minnesota,Fort Lauderdale,30.38
Residential,Factory,Q1,January,Florida,Tampa,31.07
Residential,Factory,Q2,May,Minnesota,Rochester,33.52
Residential,Factory,Q3,June,Florida,Fort Lauderdale,38.23
Residential,Factory,Q1,August,Minnesota,Tampa,43.01
Residential,Factory,Q2,September,Florida,Rochester,48.74
Production,Apartment,Q3,August,Florida,Fort Lauderdale,49.44
Production,Apartment,Q1,September,Minnesota,Tampa,49.19
Production,Apartment,Q2,February,Florida,Rochester,48.52
Production,Apartment,Q3,March,Minnesota,Fort Lauderdale,56.97
Production,Apartment,Q1,January,Florida,Tampa,57.31
Production,Apartment,Q2,May,Minnesota,Rochester,58.44
Production,Apartment,Q3,June,Florida,Fort Lauderdale,65.93
Production,Apartment,Q1,August,Minnesota,Tampa,66.47
Production,Apartment,Q2,September,Florida,Rochester,68.29
Residential,Hotel,Q3,August,Florida,Fort Lauderdale,69.6
Residential,Hotel,Q1,September,Minnesota,Tampa,68.99
Residential,Hotel,Q2,February,Florida,Rochester,79.1
Residential,Hotel,Q3,March,Minnesota,Fort Lauderdale,79.91
Residential,Hotel,Q1,January,Florida,Tampa,83.24
Residential,Hotel,Q2,May,Minnesota,Rochester,90.32
Residential,Hotel,Q3,June,Florida,Fort Lauderdale,90.93
Residential,Hotel,Q1,August,Minnesota,Tampa,91.67
Residential,Hotel,Q2,September,Florida,Rochester,97.69
