Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q3,July,7.63
Production,Factory,Q1,August,7.29
Production,Factory,Q4,September,14.94
Production,Factory,Q3,February,15.95
Production,Factory,Q1,January,18.17
Production,Factory,Q4,October,20.68
Production,Factory,Q3,November,22.18
Production,Factory,Q1,July,23.74
Production,Factory,Q4,August,24.41
Culture,Workshop,Q3,July,25.43
Culture,Workshop,Q1,August,22.27
Culture,Workshop,Q4,September,27.91
Culture,Workshop,Q3,February,29.78
Culture,Workshop,Q1,January,29.92
Culture,Workshop,Q4,October,31.26
Culture,Workshop,Q3,November,39.33
Culture,Workshop,Q1,July,41.61
Culture,Workshop,Q4,August,42.71
Production,Museum,Q3,July,50.83
Production,Museum,Q1,August,51.79
Production,Museum,Q4,September,51.26
Production,Museum,Q3,February,52.95
Production,Museum,Q1,January,56.56
Production,Museum,Q4,October,57.82
Production,Museum,Q3,November,58.19
Production,Museum,Q1,July,59.32
Production,Museum,Q4,August,61.9
Culture,Concert,Q3,July,61.81
Culture,Concert,Q1,August,67.11
Culture,Concert,Q4,September,68.22
Culture,Concert,Q3,February,72.81
Culture,Concert,Q1,January,72.58
Culture,Concert,Q4,October,83.82
Culture,Concert,Q3,November,83.03
Culture,Concert,Q1,July,85.88
Culture,Concert,Q4,August,86.38
Production,Theatre,Q3,July,87.28
Production,Theatre,Q1,August,88.39
Production,Theatre,Q4,September,0.02
Production,Theatre,Q3,February,93.16
Production,Theatre,Q1,January,94.66
Production,Theatre,Q4,October,94.29
Production,Theatre,Q3,November,96.52
Production,Theatre,Q1,July,94.79
Production,Theatre,Q4,August,93.77
