Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,California,Berkeley,Temperature,11-20,1.03
2021,California,Berkeley,Humidity,31-40,2.46
2021,California,Berkeley,Temperature,21-30,1.91
2021,California,Berkeley,Humidity,Low,4.27
2021,California,Berkeley,Temperature,Medium,3.53
2021,California,Berkeley,Humidity,High,6.82
2018,Michigan,San Francisco,Temperature,11-20,3.88
2018,Michigan,San Francisco,Humidity,31-40,4.79
2018,Michigan,San Francisco,Temperature,21-30,3.96
2018,Michigan,San Francisco,Humidity,Low,10.18
2018,Michigan,San Francisco,Temperature,Medium,10.84
2018,Michigan,San Francisco,Humidity,High,11.25
2016,Maryland,Detroit,Temperature,11-20,13.24
2016,Maryland,Detroit,Humidity,31-40,14.07
2016,Maryland,Detroit,Temperature,21-30,15.17
2016,Maryland,Detroit,Humidity,Low,16.11
2016,Maryland,Detroit,Temperature,Medium,17.25
2016,Maryland,Detroit,Humidity,High,18.07
2021,California,Port Huron,Temperature,11-20,19.17
2021,California,Port Huron,Humidity,31-40,20.25
2021,California,Port Huron,Temperature,21-30,18.17
2021,California,Port Huron,Humidity,Low,22.04
2021,California,Port Huron,Temperature,Medium,22.29
2021,California,Port Huron,Humidity,High,18.21
2018,Michigan,Baltimore,Temperature,11-20,25.34
2018,Michigan,Baltimore,Humidity,31-40,24.81
2018,Michigan,Baltimore,Temperature,21-30,26.02
2018,Michigan,Baltimore,Humidity,Low,22.53
2018,Michigan,Baltimore,Temperature,Medium,21.47
2018,Michigan,Baltimore,Humidity,High,25.95
2016,Maryland,Aberdeen,Temperature,11-20,5.02
2016,Maryland,Aberdeen,Humidity,31-40,9.13
2016,Maryland,Aberdeen,Temperature,21-30,14.04
2016,Maryland,Aberdeen,Humidity,Low,14.91
2016,Maryland,Aberdeen,Temperature,Medium,14.56
2016,Maryland,Aberdeen,Humidity,High,21.11
