State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Soil,Inorganic Fertilizers,2.82
Oregon,Redmond,Water,Inferior Irrigation,3.08
Oregon,Redmond,Air,Solid Waste,3.52
Oregon,Redmond,Soil,Industrial,5.68
Oregon,Redmond,Water,Urban Activities,6.99
Oregon,Redmond,Air,Groundwater,7.58
Oregon,Redmond,Soil,Chemical,9.39
Oregon,Redmond,Water,Surface water,10.38
Oregon,Redmond,Air,Light,17.79
Oregon,Redmond,Soil,Thermal,19.74
Oregon,Redmond,Water,Noise,22.77
Oregon,Redmond,Air,Inorganic Fertilizers,26.22
Oregon,Redmond,Soil,Inferior Irrigation,27.22
Oregon,Redmond,Water,Solid Waste,28.72
Oregon,Redmond,Air,Industrial,28.84
Minnesota,Salem,Soil,Inorganic Fertilizers,32.99
Minnesota,Salem,Water,Inferior Irrigation,38.11
Minnesota,Salem,Air,Solid Waste,39.23
Minnesota,Salem,Soil,Industrial,39.59
Minnesota,Salem,Water,Urban Activities,40.81
Minnesota,Salem,Air,Groundwater,46.67
Minnesota,Salem,Soil,Chemical,46.98
Minnesota,Salem,Water,Surface water,46.88
Minnesota,Salem,Air,Light,48.07
Minnesota,Salem,Soil,Thermal,49.96
Minnesota,Salem,Water,Noise,47.97
Minnesota,Salem,Air,Inorganic Fertilizers,52.26
Minnesota,Salem,Soil,Inferior Irrigation,52.36
Minnesota,Salem,Water,Solid Waste,51.88
Minnesota,Salem,Air,Industrial,51.57
Illinois,Portland,Soil,Inorganic Fertilizers,56.61
Illinois,Portland,Water,Inferior Irrigation,59.58
Illinois,Portland,Air,Solid Waste,59.04
Illinois,Portland,Soil,Industrial,60.84
Illinois,Portland,Water,Urban Activities,61.7
Illinois,Portland,Air,Groundwater,62.11
Illinois,Portland,Soil,Chemical,62.07
Illinois,Portland,Water,Surface water,61.24
Illinois,Portland,Air,Light,60.12
Illinois,Portland,Soil,Thermal,67.15
Illinois,Portland,Water,Noise,68.04
Illinois,Portland,Air,Inorganic Fertilizers,60.85
Illinois,Portland,Soil,Inferior Irrigation,70.93
Illinois,Portland,Water,Solid Waste,64.48
Illinois,Portland,Air,Industrial,72.78
Oregon,Rochester,Soil,Inorganic Fertilizers,74.69
Oregon,Rochester,Water,Inferior Irrigation,77.64
Oregon,Rochester,Air,Solid Waste,78.96
Oregon,Rochester,Soil,Industrial,80.4
Oregon,Rochester,Water,Urban Activities,82.08
Oregon,Rochester,Air,Groundwater,85.95
Oregon,Rochester,Soil,Chemical,87.08
Oregon,Rochester,Water,Surface water,89.19
Oregon,Rochester,Air,Light,92.28
Oregon,Rochester,Soil,Thermal,93.04
Oregon,Rochester,Water,Noise,94.8
Oregon,Rochester,Air,Inorganic Fertilizers,94.56
Oregon,Rochester,Soil,Inferior Irrigation,97.39
Oregon,Rochester,Water,Solid Waste,98.57
Oregon,Rochester,Air,Industrial,99.73
Minnesota,Minneapolis,Soil,Inorganic Fertilizers,-77.05
Minnesota,Minneapolis,Water,Inferior Irrigation,-96.28
Minnesota,Minneapolis,Air,Solid Waste,-95.52
Minnesota,Minneapolis,Soil,Industrial,-95.08
Minnesota,Minneapolis,Water,Urban Activities,-95.47
Minnesota,Minneapolis,Air,Groundwater,-92.79
Minnesota,Minneapolis,Soil,Chemical,-91.35
Minnesota,Minneapolis,Water,Surface water,-87.04
Minnesota,Minneapolis,Air,Light,-85.91
Minnesota,Minneapolis,Soil,Thermal,-84.89
Minnesota,Minneapolis,Water,Noise,-84.54
Minnesota,Minneapolis,Air,Inorganic Fertilizers,-83.85
Minnesota,Minneapolis,Soil,Inferior Irrigation,-83.51
Minnesota,Minneapolis,Water,Solid Waste,-79.96
Minnesota,Minneapolis,Air,Industrial,-78.99
Illinois,Champaign,Soil,Inorganic Fertilizers,-77.38
Illinois,Champaign,Water,Inferior Irrigation,-77.58
Illinois,Champaign,Air,Solid Waste,-75.56
Illinois,Champaign,Soil,Industrial,-75.68
Illinois,Champaign,Water,Urban Activities,-78.3
Illinois,Champaign,Air,Groundwater,-73.82
Illinois,Champaign,Soil,Chemical,-79.26
Illinois,Champaign,Water,Surface water,-71.66
Illinois,Champaign,Air,Light,-78.43
Illinois,Champaign,Soil,Thermal,-68.08
Illinois,Champaign,Water,Noise,-67.71
Illinois,Champaign,Air,Inorganic Fertilizers,-64.72
Illinois,Champaign,Soil,Inferior Irrigation,-63.92
Illinois,Champaign,Water,Solid Waste,-60.64
Illinois,Champaign,Air,Industrial,-58.79
Oregon,Springfield,Soil,Inorganic Fertilizers,-58.46
Oregon,Springfield,Water,Inferior Irrigation,-57.36
Oregon,Springfield,Air,Solid Waste,-57.16
Oregon,Springfield,Soil,Industrial,-58.3
Oregon,Springfield,Water,Urban Activities,-50.91
Oregon,Springfield,Air,Groundwater,-50.96
Oregon,Springfield,Soil,Chemical,-42.67
Oregon,Springfield,Water,Surface water,-39.53
Oregon,Springfield,Air,Light,-38.39
Oregon,Springfield,Soil,Thermal,-33.67
Oregon,Springfield,Water,Noise,-31.86
Oregon,Springfield,Air,Inorganic Fertilizers,-31.42
Oregon,Springfield,Soil,Inferior Irrigation,-30.43
Oregon,Springfield,Water,Solid Waste,-28.54
Oregon,Springfield,Air,Industrial,-28.73
Minnesota,Chicago,Soil,Inorganic Fertilizers,-20.85
Minnesota,Chicago,Water,Inferior Irrigation,-19.75
Minnesota,Chicago,Air,Solid Waste,-16.55
Minnesota,Chicago,Soil,Industrial,-16.75
Minnesota,Chicago,Water,Urban Activities,-14.37
Minnesota,Chicago,Air,Groundwater,-14.61
Minnesota,Chicago,Soil,Chemical,-12.48
Minnesota,Chicago,Water,Surface water,-11.3
Minnesota,Chicago,Air,Light,-12.42
Minnesota,Chicago,Soil,Thermal,-9.87
Minnesota,Chicago,Water,Noise,-10.6
Minnesota,Chicago,Air,Inorganic Fertilizers,-11.15
Minnesota,Chicago,Soil,Inferior Irrigation,-5.21
Minnesota,Chicago,Water,Solid Waste,-4.29
Minnesota,Chicago,Air,Industrial,-2.81
