Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Humidity,High,1.51
2021,Temperature,Medium,2.52
2021,Wind,Low,5.93
2021,Humidity,31-40,5.06
2021,Temperature,21-30,8.36
2021,Wind,Breeze,9.1
2021,Humidity,Calm,10.49
2021,Temperature,Storm,14.37
2021,Wind,High,15.71
2017,Humidity,High,15.11
2017,Temperature,Medium,17.57
2017,Wind,Low,18.46
2017,Humidity,31-40,19.89
2017,Temperature,21-30,20.67
2017,Wind,Breeze,24.43
2017,Humidity,Calm,25.88
2017,Temperature,Storm,26.27
2017,Wind,High,27.05
