Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Beverage,Soda,544.21
Export,2019,Cereals,Coffee,868.86
Export,2019,Beverage,Seeds,135.61
Export,2019,Cereals,Wheat,296.62
Export,2019,Beverage,Soybeans,424.45
Export,2019,Cereals,Soda,42.89
Export,2016,Beverage,Soda,685.5
Export,2016,Cereals,Coffee,174.4
Export,2016,Beverage,Seeds,623.56
Export,2016,Cereals,Wheat,671.85
Export,2016,Beverage,Soybeans,156.85
Export,2016,Cereals,Soda,656.04
Export,2019,Beverage,Soda,532.44
Export,2019,Cereals,Coffee,373.88
Export,2019,Beverage,Seeds,789.62
Export,2019,Cereals,Wheat,635.5
Export,2019,Beverage,Soybeans,796.67
Export,2019,Cereals,Soda,895.11
