Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Georgia,Albany,Temperature,11-20,1.28
2022,Georgia,Albany,Wind,0-10,2.45
2022,Georgia,Albany,Temperature,31-40,2.35
2022,Georgia,Albany,Wind,Breeze,4.19
2022,Georgia,Albany,Temperature,Calm,5.69
2022,Georgia,Albany,Wind,Storm,1.47
2018,Illinois,Washington,Temperature,11-20,6.43
2018,Illinois,Washington,Wind,0-10,3.89
2018,Illinois,Washington,Temperature,31-40,9.11
2018,Illinois,Washington,Wind,Breeze,10.35
2018,Illinois,Washington,Temperature,Calm,5.4
2018,Illinois,Washington,Wind,Storm,12.13
2022,Georgia,Chicago,Temperature,11-20,12.52
2022,Georgia,Chicago,Wind,0-10,13.49
2022,Georgia,Chicago,Temperature,31-40,15.45
2022,Georgia,Chicago,Wind,Breeze,15.05
2022,Georgia,Chicago,Temperature,Calm,17.78
2022,Georgia,Chicago,Wind,Storm,15.55
2018,Illinois,Springfield,Temperature,11-20,19.27
2018,Illinois,Springfield,Wind,0-10,24.46
2018,Illinois,Springfield,Temperature,31-40,25.47
2018,Illinois,Springfield,Wind,Breeze,5.93
2018,Illinois,Springfield,Temperature,Calm,27.76
2018,Illinois,Springfield,Wind,Storm,0.08
