Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q3,September,Illinois,Springfield,3.64
Service,Administration,Q4,August,Illinois,Springfield,5.43
Service,Administration,Q2,July,Illinois,Springfield,7.91
Service,Administration,Q3,October,Illinois,Springfield,8.98
Service,Administration,Q4,December,Illinois,Springfield,9.42
Service,Administration,Q2,June,Illinois,Springfield,10.95
Service,Administration,Q3,April,Illinois,Springfield,12.75
Service,Administration,Q4,September,Illinois,Springfield,14.02
Service,Administration,Q2,August,Illinois,Springfield,14.72
Production,Library,Q3,September,Illinois,Springfield,17.22
Production,Library,Q4,August,Illinois,Springfield,18.41
Production,Library,Q2,July,Illinois,Springfield,18.76
Production,Library,Q3,October,Illinois,Springfield,22.56
Production,Library,Q4,December,Illinois,Springfield,23.15
Production,Library,Q2,June,Illinois,Springfield,24.5
Production,Library,Q3,April,Illinois,Springfield,24.91
Production,Library,Q4,September,Illinois,Springfield,28.34
Production,Library,Q2,August,Illinois,Springfield,29.77
Service,Hospital,Q3,September,Illinois,Springfield,28.47
Service,Hospital,Q4,August,Illinois,Springfield,36.56
Service,Hospital,Q2,July,Illinois,Springfield,37.04
Service,Hospital,Q3,October,Illinois,Springfield,43.89
Service,Hospital,Q4,December,Illinois,Springfield,44.0
Service,Hospital,Q2,June,Illinois,Springfield,45.04
Service,Hospital,Q3,April,Illinois,Springfield,50.76
Service,Hospital,Q4,September,Illinois,Springfield,57.18
Service,Hospital,Q2,August,Illinois,Springfield,62.37
Production,Factory,Q3,September,Illinois,Springfield,63.72
Production,Factory,Q4,August,Illinois,Springfield,64.17
Production,Factory,Q2,July,Illinois,Springfield,64.89
Production,Factory,Q3,October,Illinois,Springfield,69.85
Production,Factory,Q4,December,Illinois,Springfield,72.21
Production,Factory,Q2,June,Illinois,Springfield,73.83
Production,Factory,Q3,April,Illinois,Springfield,75.34
Production,Factory,Q4,September,Illinois,Springfield,76.93
Production,Factory,Q2,August,Illinois,Springfield,79.53
Service,Workshop,Q3,September,Illinois,Springfield,79.2
Service,Workshop,Q4,August,Illinois,Springfield,81.31
Service,Workshop,Q2,July,Illinois,Springfield,84.37
Service,Workshop,Q3,October,Illinois,Springfield,87.75
Service,Workshop,Q4,December,Illinois,Springfield,88.94
Service,Workshop,Q2,June,Illinois,Springfield,88.26
Service,Workshop,Q3,April,Illinois,Springfield,90.53
Service,Workshop,Q4,September,Illinois,Springfield,93.73
Service,Workshop,Q2,August,Illinois,Springfield,93.69
