Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,August,Nevada,Reno,1.52
Residential,Apartment,Q2,July,Nevada,Reno,4.18
Residential,Apartment,Q1,May,Nevada,Reno,7.61
Residential,Apartment,Q3,April,Nevada,Reno,7.58
Residential,Apartment,Q2,February,Nevada,Reno,19.39
Residential,Apartment,Q1,March,Nevada,Reno,21.88
Service,House,Q3,August,Nevada,Reno,22.85
Service,House,Q2,July,Nevada,Reno,26.24
Service,House,Q1,May,Nevada,Reno,31.73
Service,House,Q3,April,Nevada,Reno,31.64
Service,House,Q2,February,Nevada,Reno,35.55
Service,House,Q1,March,Nevada,Reno,37.81
Residential,Hotel,Q3,August,Nevada,Reno,38.23
Residential,Hotel,Q2,July,Nevada,Reno,39.59
Residential,Hotel,Q1,May,Nevada,Reno,45.75
Residential,Hotel,Q3,April,Nevada,Reno,51.74
Residential,Hotel,Q2,February,Nevada,Reno,53.47
Residential,Hotel,Q1,March,Nevada,Reno,54.61
Service,Administration,Q3,August,Nevada,Reno,57.12
Service,Administration,Q2,July,Nevada,Reno,59.73
Service,Administration,Q1,May,Nevada,Reno,66.6
Service,Administration,Q3,April,Nevada,Reno,71.73
Service,Administration,Q2,February,Nevada,Reno,76.25
Service,Administration,Q1,March,Nevada,Reno,77.84
Residential,Hospital,Q3,August,Nevada,Reno,82.21
Residential,Hospital,Q2,July,Nevada,Reno,85.74
Residential,Hospital,Q1,May,Nevada,Reno,86.39
Residential,Hospital,Q3,April,Nevada,Reno,86.62
Residential,Hospital,Q2,February,Nevada,Reno,93.08
Residential,Hospital,Q1,March,Nevada,Reno,94.67
