Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q4,December,1.19
Residential,House,Q2,November,1.1
Residential,House,Q4,October,10.67
Residential,House,Q2,June,22.25
Residential,House,Q4,May,28.24
Residential,House,Q2,April,39.61
Production,Apartment,Q4,December,39.7
Production,Apartment,Q2,November,46.25
Production,Apartment,Q4,October,48.32
Production,Apartment,Q2,June,49.8
Production,Apartment,Q4,May,51.82
Production,Apartment,Q2,April,55.15
Residential,Factory,Q4,December,62.98
Residential,Factory,Q2,November,73.44
Residential,Factory,Q4,October,75.32
Residential,Factory,Q2,June,76.61
Residential,Factory,Q4,May,76.25
Residential,Factory,Q2,April,78.16
Production,Workshop,Q4,December,81.39
Production,Workshop,Q2,November,84.34
Production,Workshop,Q4,October,87.24
Production,Workshop,Q2,June,89.37
Production,Workshop,Q4,May,91.39
Production,Workshop,Q2,April,94.63
