Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,March,3.11
Culture,Theatre,Q4,January,8.34
Culture,Theatre,Q1,December,11.53
Culture,Theatre,Q4,November,22.68
Culture,Theatre,Q1,October,26.42
Culture,Theatre,Q4,March,26.83
Service,Concert,Q1,March,27.28
Service,Concert,Q4,January,33.22
Service,Concert,Q1,December,34.24
Service,Concert,Q4,November,35.42
Service,Concert,Q1,October,37.81
Service,Concert,Q4,March,37.12
Culture,Administration,Q1,March,39.95
Culture,Administration,Q4,January,42.11
Culture,Administration,Q1,December,50.3
Culture,Administration,Q4,November,52.19
Culture,Administration,Q1,October,52.72
Culture,Administration,Q4,March,52.67
Service,Hospital,Q1,March,0.09
Service,Hospital,Q4,January,89.27
Service,Hospital,Q1,December,94.71
Service,Hospital,Q4,November,95.96
Service,Hospital,Q1,October,95.4
Service,Hospital,Q4,March,97.06
