Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,October,Minnesota,Hastings,0.67
Residential,Apartment,Q1,November,Georgia,Albany,3.36
Residential,Apartment,Q2,February,Minnesota,Hastings,3.25
Residential,Apartment,Q4,January,Georgia,Albany,5.02
Residential,Apartment,Q1,June,Minnesota,Hastings,6.15
Residential,Apartment,Q2,May,Georgia,Albany,7.48
Residential,Apartment,Q4,April,Minnesota,Hastings,7.07
Residential,Apartment,Q1,October,Georgia,Albany,4.62
Residential,Apartment,Q2,November,Minnesota,Hastings,10.11
Culture,Hotel,Q4,October,Minnesota,Hastings,5.14
Culture,Hotel,Q1,November,Georgia,Albany,17.59
Culture,Hotel,Q2,February,Minnesota,Hastings,18.51
Culture,Hotel,Q4,January,Georgia,Albany,18.2
Culture,Hotel,Q1,June,Minnesota,Hastings,24.62
Culture,Hotel,Q2,May,Georgia,Albany,26.7
Culture,Hotel,Q4,April,Minnesota,Hastings,27.27
Culture,Hotel,Q1,October,Georgia,Albany,29.95
Culture,Hotel,Q2,November,Minnesota,Hastings,35.78
Residential,House,Q4,October,Minnesota,Hastings,36.13
Residential,House,Q1,November,Georgia,Albany,37.22
Residential,House,Q2,February,Minnesota,Hastings,39.08
Residential,House,Q4,January,Georgia,Albany,43.64
Residential,House,Q1,June,Minnesota,Hastings,43.24
Residential,House,Q2,May,Georgia,Albany,46.59
Residential,House,Q4,April,Minnesota,Hastings,50.87
Residential,House,Q1,October,Georgia,Albany,53.39
Residential,House,Q2,November,Minnesota,Hastings,53.13
Culture,Concert,Q4,October,Minnesota,Hastings,53.91
Culture,Concert,Q1,November,Georgia,Albany,60.44
Culture,Concert,Q2,February,Minnesota,Hastings,61.94
Culture,Concert,Q4,January,Georgia,Albany,65.04
Culture,Concert,Q1,June,Minnesota,Hastings,67.44
Culture,Concert,Q2,May,Georgia,Albany,70.32
Culture,Concert,Q4,April,Minnesota,Hastings,71.05
Culture,Concert,Q1,October,Georgia,Albany,72.33
Culture,Concert,Q2,November,Minnesota,Hastings,73.33
Residential,Theatre,Q4,October,Minnesota,Hastings,77.11
Residential,Theatre,Q1,November,Georgia,Albany,78.19
Residential,Theatre,Q2,February,Minnesota,Hastings,79.0
Residential,Theatre,Q4,January,Georgia,Albany,80.12
Residential,Theatre,Q1,June,Minnesota,Hastings,81.55
Residential,Theatre,Q2,May,Georgia,Albany,83.47
Residential,Theatre,Q4,April,Minnesota,Hastings,85.24
Residential,Theatre,Q1,October,Georgia,Albany,90.36
Residential,Theatre,Q2,November,Minnesota,Hastings,90.68
Culture,Museum,Q4,October,Minnesota,Hastings,91.05
Culture,Museum,Q1,November,Georgia,Albany,93.95
Culture,Museum,Q2,February,Minnesota,Hastings,94.69
Culture,Museum,Q4,January,Georgia,Albany,94.77
Culture,Museum,Q1,June,Minnesota,Hastings,95.94
Culture,Museum,Q2,May,Georgia,Albany,95.91
Culture,Museum,Q4,April,Minnesota,Hastings,98.53
Culture,Museum,Q1,October,Georgia,Albany,99.87
Culture,Museum,Q2,November,Minnesota,Hastings,98.39
