Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2015,Wind,Storm,0.24
2015,Humidity,Calm,1.39
2015,Temperature,Breeze,1.01
2015,Wind,Low,3.62
2015,Humidity,Medium,4.19
2015,Temperature,21-30,5.33
2015,Wind,11-20,3.6
2015,Humidity,Storm,0.07
2015,Temperature,Calm,8.53
2016,Wind,Storm,9.97
2016,Humidity,Calm,10.9
2016,Temperature,Breeze,7.9
2016,Wind,Low,12.28
2016,Humidity,Medium,13.73
2016,Temperature,21-30,14.92
2016,Wind,11-20,15.47
2016,Humidity,Storm,13.39
2016,Temperature,Calm,15.2
2021,Wind,Storm,12.2
2021,Humidity,Calm,19.34
2021,Temperature,Breeze,14.11
2021,Wind,Low,18.88
2021,Humidity,Medium,22.79
2021,Temperature,21-30,22.96
2021,Wind,11-20,21.81
2021,Humidity,Storm,16.07
2021,Temperature,Calm,0.66
