State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,Soil,Urban Activities,0.7
Illinois,Springfield,Air,Inferior Irrigation,4.65
Illinois,Springfield,Soil,Solid Waste,11.51
Illinois,Springfield,Air,Industrial,17.08
Illinois,Springfield,Soil,Noise,18.91
Illinois,Springfield,Air,Light,18.31
Illinois,Springfield,Soil,Thermal,19.3
Illinois,Springfield,Air,Urban Activities,22.39
Massachusetts,Chicago,Soil,Urban Activities,-99.9
Massachusetts,Chicago,Air,Inferior Irrigation,32.95
Massachusetts,Chicago,Soil,Solid Waste,33.35
Massachusetts,Chicago,Air,Industrial,-94.36
Massachusetts,Chicago,Soil,Noise,35.65
Massachusetts,Chicago,Air,Light,36.44
Massachusetts,Chicago,Soil,Thermal,42.46
Massachusetts,Chicago,Air,Urban Activities,-82.99
Minnesota,Cambridge,Soil,Urban Activities,-80.95
Minnesota,Cambridge,Air,Inferior Irrigation,49.7
Minnesota,Cambridge,Soil,Solid Waste,-80.54
Minnesota,Cambridge,Air,Industrial,-80.12
Minnesota,Cambridge,Soil,Noise,-76.28
Minnesota,Cambridge,Air,Light,53.93
Minnesota,Cambridge,Soil,Thermal,54.2
Minnesota,Cambridge,Air,Urban Activities,56.22
Illinois,Lenox,Soil,Urban Activities,56.65
Illinois,Lenox,Air,Inferior Irrigation,56.18
Illinois,Lenox,Soil,Solid Waste,-69.23
Illinois,Lenox,Air,Industrial,60.72
Illinois,Lenox,Soil,Noise,56.36
Illinois,Lenox,Air,Light,-65.03
Illinois,Lenox,Soil,Thermal,63.39
Illinois,Lenox,Air,Urban Activities,-60.6
Massachusetts,Hastings,Soil,Urban Activities,70.85
Massachusetts,Hastings,Air,Inferior Irrigation,71.01
Massachusetts,Hastings,Soil,Solid Waste,70.73
Massachusetts,Hastings,Air,Industrial,-57.85
Massachusetts,Hastings,Soil,Noise,75.07
Massachusetts,Hastings,Air,Light,77.62
Massachusetts,Hastings,Soil,Thermal,79.35
Massachusetts,Hastings,Air,Urban Activities,-47.13
Minnesota,Minneapolis,Soil,Urban Activities,-44.55
Minnesota,Minneapolis,Air,Inferior Irrigation,-43.71
Minnesota,Minneapolis,Soil,Solid Waste,86.51
Minnesota,Minneapolis,Air,Industrial,87.91
Minnesota,Minneapolis,Soil,Noise,-39.65
Minnesota,Minneapolis,Air,Light,-38.8
Minnesota,Minneapolis,Soil,Thermal,-34.23
Minnesota,Minneapolis,Air,Urban Activities,95.84
Illinois,Rochester,Soil,Urban Activities,-32.81
Illinois,Rochester,Air,Inferior Irrigation,95.62
Illinois,Rochester,Soil,Solid Waste,-33.34
Illinois,Rochester,Air,Industrial,-28.93
Illinois,Rochester,Soil,Noise,-27.15
Illinois,Rochester,Air,Light,-12.03
Illinois,Rochester,Soil,Thermal,-12.47
Illinois,Rochester,Air,Urban Activities,-10.11
