Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Dairy,Milk,775.79
Import,2021,Meat,Yoghurt,776.27
Import,2021,Beverage,Cream,137.45
Import,2021,Dairy,Pork,267.69
Import,2021,Meat,Lamb,24.09
Import,2021,Beverage,Juice,280.43
Import,2021,Dairy,Coffee,287.46
Import,2021,Meat,Milk,168.15
Import,2021,Beverage,Yoghurt,44.87
Import,2015,Dairy,Milk,557.44
Import,2015,Meat,Yoghurt,943.87
Import,2015,Beverage,Cream,690.72
Import,2015,Dairy,Pork,566.16
Import,2015,Meat,Lamb,822.62
Import,2015,Beverage,Juice,190.76
Import,2015,Dairy,Coffee,584.28
Import,2015,Meat,Milk,200.06
Import,2015,Beverage,Yoghurt,76.21
Import,2021,Dairy,Milk,851.71
Import,2021,Meat,Yoghurt,727.83
Import,2021,Beverage,Cream,101.47
Import,2021,Dairy,Pork,999.37
Import,2021,Meat,Lamb,490.3
Import,2021,Beverage,Juice,630.85
Import,2021,Dairy,Coffee,887.18
Import,2021,Meat,Milk,377.01
Import,2021,Beverage,Yoghurt,894.58
