State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,2021,Water,Groundwater,6.44
Massachusetts,Lenox,2021,Soil,Surface water,11.26
Massachusetts,Lenox,2021,Water,Chemical,15.02
Massachusetts,Lenox,2021,Soil,Industrial,19.86
Massachusetts,Lenox,2021,Water,Inferior Irrigation,20.82
Massachusetts,Lenox,2021,Soil,Groundwater,20.87
Minnesota,Boston,2018,Water,Groundwater,-7.31
Minnesota,Boston,2018,Soil,Surface water,-98.86
Minnesota,Boston,2018,Water,Chemical,-97.85
Minnesota,Boston,2018,Soil,Industrial,-96.81
Minnesota,Boston,2018,Water,Inferior Irrigation,33.4
Minnesota,Boston,2018,Soil,Groundwater,-93.03
Georgia,Cambridge,2021,Water,Groundwater,-89.94
Georgia,Cambridge,2021,Soil,Surface water,-87.57
Georgia,Cambridge,2021,Water,Chemical,49.56
Georgia,Cambridge,2021,Soil,Industrial,53.39
Georgia,Cambridge,2021,Water,Inferior Irrigation,-73.87
Georgia,Cambridge,2021,Soil,Groundwater,-72.09
Massachusetts,Rochester,2018,Water,Groundwater,-72.59
Massachusetts,Rochester,2018,Soil,Surface water,-69.93
Massachusetts,Rochester,2018,Water,Chemical,-68.16
Massachusetts,Rochester,2018,Soil,Industrial,-67.16
Massachusetts,Rochester,2018,Water,Inferior Irrigation,62.18
Massachusetts,Rochester,2018,Soil,Groundwater,64.94
Minnesota,Minneapolis,2021,Water,Groundwater,-63.63
Minnesota,Minneapolis,2021,Soil,Surface water,68.16
Minnesota,Minneapolis,2021,Water,Chemical,-59.88
Minnesota,Minneapolis,2021,Soil,Industrial,-57.39
Minnesota,Minneapolis,2021,Water,Inferior Irrigation,-56.26
Minnesota,Minneapolis,2021,Soil,Groundwater,-57.61
Georgia,Hastings,2018,Water,Groundwater,75.29
Georgia,Hastings,2018,Soil,Surface water,76.4
Georgia,Hastings,2018,Water,Chemical,-51.72
Georgia,Hastings,2018,Soil,Industrial,77.72
Georgia,Hastings,2018,Water,Inferior Irrigation,-46.22
Georgia,Hastings,2018,Soil,Groundwater,-43.71
Massachusetts,Albany,2021,Water,Groundwater,-41.71
Massachusetts,Albany,2021,Soil,Surface water,-37.29
Massachusetts,Albany,2021,Water,Chemical,92.26
Massachusetts,Albany,2021,Soil,Industrial,93.07
Massachusetts,Albany,2021,Water,Inferior Irrigation,-34.29
Massachusetts,Albany,2021,Soil,Groundwater,99.83
Minnesota,Washington,2018,Water,Groundwater,-28.65
Minnesota,Washington,2018,Soil,Surface water,-25.0
Minnesota,Washington,2018,Water,Chemical,-25.1
Minnesota,Washington,2018,Soil,Industrial,-23.43
Minnesota,Washington,2018,Water,Inferior Irrigation,-18.57
Minnesota,Washington,2018,Soil,Groundwater,-17.89
Georgia,Columbus,2021,Water,Groundwater,-15.91
Georgia,Columbus,2021,Soil,Surface water,-14.25
Georgia,Columbus,2021,Water,Chemical,-15.46
Georgia,Columbus,2021,Soil,Industrial,-10.0
Georgia,Columbus,2021,Water,Inferior Irrigation,-9.24
Georgia,Columbus,2021,Soil,Groundwater,-7.28
