State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,Soil,Urban Activities,0.27
Massachusetts,Cambridge,Water,Solid Waste,1.92
Massachusetts,Cambridge,Air,Industrial,8.32
Massachusetts,Cambridge,Soil,Inferior Irrigation,8.14
Massachusetts,Cambridge,Water,Inorganic Fertilizers,10.64
Massachusetts,Cambridge,Air,Oxygen-depletion,11.74
Massachusetts,Cambridge,Soil,Chemical,13.67
Massachusetts,Cambridge,Water,Surface water,16.93
Massachusetts,Cambridge,Air,Groundwater,17.78
Massachusetts,Cambridge,Soil,Light,17.31
Massachusetts,Cambridge,Water,Noise,28.02
Massachusetts,Cambridge,Air,Urban Activities,29.09
Massachusetts,Cambridge,Soil,Solid Waste,29.69
Massachusetts,Cambridge,Water,Industrial,31.22
Massachusetts,Cambridge,Air,Inferior Irrigation,31.41
Michigan,Boston,Soil,Urban Activities,29.99
Michigan,Boston,Water,Solid Waste,34.92
Michigan,Boston,Air,Industrial,35.35
Michigan,Boston,Soil,Inferior Irrigation,36.91
Michigan,Boston,Water,Inorganic Fertilizers,29.0
Michigan,Boston,Air,Oxygen-depletion,39.86
Michigan,Boston,Soil,Chemical,44.46
Michigan,Boston,Water,Surface water,46.93
Michigan,Boston,Air,Groundwater,47.88
Michigan,Boston,Soil,Light,52.72
Michigan,Boston,Water,Noise,53.95
Michigan,Boston,Air,Urban Activities,54.37
Michigan,Boston,Soil,Solid Waste,52.73
Michigan,Boston,Water,Industrial,58.24
Michigan,Boston,Air,Inferior Irrigation,60.22
Illinois,Detroit,Soil,Urban Activities,60.71
Illinois,Detroit,Water,Solid Waste,61.8
Illinois,Detroit,Air,Industrial,63.06
Illinois,Detroit,Soil,Inferior Irrigation,66.34
Illinois,Detroit,Water,Inorganic Fertilizers,66.0
Illinois,Detroit,Air,Oxygen-depletion,73.35
Illinois,Detroit,Soil,Chemical,79.25
Illinois,Detroit,Water,Surface water,82.46
Illinois,Detroit,Air,Groundwater,82.74
Illinois,Detroit,Soil,Light,86.69
Illinois,Detroit,Water,Noise,95.89
Illinois,Detroit,Air,Urban Activities,96.14
Illinois,Detroit,Soil,Solid Waste,96.2
Illinois,Detroit,Water,Industrial,96.13
Illinois,Detroit,Air,Inferior Irrigation,96.38
Massachusetts,Flint,Soil,Urban Activities,98.57
Massachusetts,Flint,Water,Solid Waste,97.96
Massachusetts,Flint,Air,Industrial,96.32
Massachusetts,Flint,Soil,Inferior Irrigation,-1.06
Massachusetts,Flint,Water,Inorganic Fertilizers,-99.39
Massachusetts,Flint,Air,Oxygen-depletion,-91.43
Massachusetts,Flint,Soil,Chemical,-90.26
Massachusetts,Flint,Water,Surface water,-85.65
Massachusetts,Flint,Air,Groundwater,-82.85
Massachusetts,Flint,Soil,Light,-81.69
Massachusetts,Flint,Water,Noise,-77.21
Massachusetts,Flint,Air,Urban Activities,-76.53
Massachusetts,Flint,Soil,Solid Waste,-75.08
Massachusetts,Flint,Water,Industrial,-73.76
Massachusetts,Flint,Air,Inferior Irrigation,-72.12
Michigan,Champaign,Soil,Urban Activities,-70.54
Michigan,Champaign,Water,Solid Waste,-66.31
Michigan,Champaign,Air,Industrial,-65.47
Michigan,Champaign,Soil,Inferior Irrigation,-64.29
Michigan,Champaign,Water,Inorganic Fertilizers,-65.1
Michigan,Champaign,Air,Oxygen-depletion,-62.34
Michigan,Champaign,Soil,Chemical,-61.2
Michigan,Champaign,Water,Surface water,-61.23
Michigan,Champaign,Air,Groundwater,-59.46
Michigan,Champaign,Soil,Light,-65.63
Michigan,Champaign,Water,Noise,-56.93
Michigan,Champaign,Air,Urban Activities,-55.79
Michigan,Champaign,Soil,Solid Waste,-54.67
Michigan,Champaign,Water,Industrial,-54.01
Michigan,Champaign,Air,Inferior Irrigation,-52.46
Illinois,Chicago,Soil,Urban Activities,-49.49
Illinois,Chicago,Water,Solid Waste,-46.17
Illinois,Chicago,Air,Industrial,-46.77
Illinois,Chicago,Soil,Inferior Irrigation,-43.09
Illinois,Chicago,Water,Inorganic Fertilizers,-41.07
Illinois,Chicago,Air,Oxygen-depletion,-41.86
Illinois,Chicago,Soil,Chemical,-39.47
Illinois,Chicago,Water,Surface water,-38.65
Illinois,Chicago,Air,Groundwater,-38.67
Illinois,Chicago,Soil,Light,-41.43
Illinois,Chicago,Water,Noise,-33.55
Illinois,Chicago,Air,Urban Activities,-32.38
Illinois,Chicago,Soil,Solid Waste,-31.53
Illinois,Chicago,Water,Industrial,-30.71
Illinois,Chicago,Air,Inferior Irrigation,-28.86
Massachusetts,Springfield,Soil,Urban Activities,-25.51
Massachusetts,Springfield,Water,Solid Waste,-25.18
Massachusetts,Springfield,Air,Industrial,-1.93
Massachusetts,Springfield,Soil,Inferior Irrigation,-19.53
Massachusetts,Springfield,Water,Inorganic Fertilizers,-18.64
Massachusetts,Springfield,Air,Oxygen-depletion,-16.94
Massachusetts,Springfield,Soil,Chemical,-15.46
Massachusetts,Springfield,Water,Surface water,-14.72
Massachusetts,Springfield,Air,Groundwater,-13.39
Massachusetts,Springfield,Soil,Light,-11.25
Massachusetts,Springfield,Water,Noise,-11.37
Massachusetts,Springfield,Air,Urban Activities,-9.17
Massachusetts,Springfield,Soil,Solid Waste,-8.55
Massachusetts,Springfield,Water,Industrial,-6.8
Massachusetts,Springfield,Air,Inferior Irrigation,-1.88
