Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Florida,Tampa,Humidity,Low,0.75
2015,Florida,Tampa,Wind,High,1.16
2015,Florida,Tampa,Temperature,Medium,2.08
2015,Florida,Tampa,Humidity,Calm,0.94
2015,Florida,Tampa,Wind,Breeze,2.67
2015,Florida,Tampa,Temperature,Storm,5.74
2015,Florida,Tampa,Humidity,0-10,6.06
2015,Florida,Tampa,Wind,21-30,5.07
2015,Florida,Tampa,Temperature,31-40,8.12
2016,Nevada,Fort Lauderdale,Humidity,Low,9.16
2016,Nevada,Fort Lauderdale,Wind,High,10.96
2016,Nevada,Fort Lauderdale,Temperature,Medium,0.5
2016,Nevada,Fort Lauderdale,Humidity,Calm,12.89
2016,Nevada,Fort Lauderdale,Wind,Breeze,13.35
2016,Nevada,Fort Lauderdale,Temperature,Storm,5.53
2016,Nevada,Fort Lauderdale,Humidity,0-10,15.68
2016,Nevada,Fort Lauderdale,Wind,21-30,8.29
2016,Nevada,Fort Lauderdale,Temperature,31-40,10.81
2015,Oregon,Boulder City,Humidity,Low,18.89
2015,Oregon,Boulder City,Wind,High,11.9
2015,Oregon,Boulder City,Temperature,Medium,20.36
2015,Oregon,Boulder City,Humidity,Calm,14.3
2015,Oregon,Boulder City,Wind,Breeze,22.18
2015,Oregon,Boulder City,Temperature,Storm,22.92
2015,Oregon,Boulder City,Humidity,0-10,24.22
2015,Oregon,Boulder City,Wind,21-30,25.83
2015,Oregon,Boulder City,Temperature,31-40,26.63
2016,Florida,Reno,Humidity,Low,24.14
2016,Florida,Reno,Wind,High,25.88
2016,Florida,Reno,Temperature,Medium,27.92
2016,Florida,Reno,Humidity,Calm,23.85
2016,Florida,Reno,Wind,Breeze,26.48
2016,Florida,Reno,Temperature,Storm,24.54
2016,Florida,Reno,Humidity,0-10,25.02
2016,Florida,Reno,Wind,21-30,25.74
2016,Florida,Reno,Temperature,31-40,27.93
2015,Nevada,Redmond,Humidity,Low,7.93
2015,Nevada,Redmond,Wind,High,6.58
2015,Nevada,Redmond,Temperature,Medium,8.92
2015,Nevada,Redmond,Humidity,Calm,0.61
2015,Nevada,Redmond,Wind,Breeze,9.73
2015,Nevada,Redmond,Temperature,Storm,10.59
2015,Nevada,Redmond,Humidity,0-10,1.78
2015,Nevada,Redmond,Wind,21-30,11.41
2015,Nevada,Redmond,Temperature,31-40,5.59
2016,Oregon,Portland,Humidity,Low,12.46
2016,Oregon,Portland,Wind,High,12.44
2016,Oregon,Portland,Temperature,Medium,0.22
2016,Oregon,Portland,Humidity,Calm,13.48
2016,Oregon,Portland,Wind,Breeze,1.29
2016,Oregon,Portland,Temperature,Storm,14.01
2016,Oregon,Portland,Humidity,0-10,14.82
2016,Oregon,Portland,Wind,21-30,15.11
2016,Oregon,Portland,Temperature,31-40,15.46
2015,Florida,Salem,Humidity,Low,16.56
2015,Florida,Salem,Wind,High,16.45
2015,Florida,Salem,Temperature,Medium,16.11
2015,Florida,Salem,Humidity,Calm,16.12
2015,Florida,Salem,Wind,Breeze,4.8
2015,Florida,Salem,Temperature,Storm,4.96
2015,Florida,Salem,Humidity,0-10,5.11
2015,Florida,Salem,Wind,21-30,18.83
2015,Florida,Salem,Temperature,31-40,1.32
