Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
MSc,Male,Qatari,2022/2023,Other,288.6
MSc,Male,Qatari,2018/2019,Arabic,450.96
MSc,Male,Qatari,2019/2020,Other,454.4
MSc,Male,Qatari,2017/2018,Arabic,295.76
MSc,Male,Qatari,2022/2023,Other,262.21
MSc,Male,Qatari,2018/2019,Arabic,73.71
MSc,Male,Qatari,2019/2020,Other,362.65
MSc,Male,Qatari,2017/2018,Arabic,333.96
MSc,Male,Qatari,2022/2023,Other,334.93
MSc,Male,Qatari,2018/2019,Arabic,275.16
MSc,Male,Qatari,2019/2020,Other,377.14
MSc,Male,Qatari,2017/2018,Arabic,157.4
