Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,May,1.41
Production,Workshop,Q4,April,10.12
Production,Workshop,Q2,November,18.06
Production,Workshop,Q4,December,20.44
Production,Workshop,Q2,October,20.03
Production,Workshop,Q4,May,23.73
Service,Factory,Q2,May,31.38
Service,Factory,Q4,April,32.01
Service,Factory,Q2,November,41.46
Service,Factory,Q4,December,48.06
Service,Factory,Q2,October,48.85
Service,Factory,Q4,May,50.19
Production,Administration,Q2,May,51.57
Production,Administration,Q4,April,53.23
Production,Administration,Q2,November,56.74
Production,Administration,Q4,December,58.55
Production,Administration,Q2,October,58.01
Production,Administration,Q4,May,58.04
Service,School,Q2,May,58.57
Service,School,Q4,April,60.51
Service,School,Q2,November,69.63
Service,School,Q4,December,70.98
Service,School,Q2,October,72.24
Service,School,Q4,May,73.17
Production,Library,Q2,May,77.99
Production,Library,Q4,April,81.34
Production,Library,Q2,November,82.69
Production,Library,Q4,December,93.27
Production,Library,Q2,October,95.56
Production,Library,Q4,May,97.7
