Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q2,June,1.0
Culture,Concert,Q1,April,1.3
Culture,Concert,Q3,March,7.1
Culture,Concert,Q2,February,11.93
Culture,Concert,Q1,January,11.7
Culture,Concert,Q3,July,11.68
Culture,Concert,Q2,August,12.39
Culture,Concert,Q1,June,15.1
Culture,Concert,Q3,April,16.28
Service,Museum,Q2,June,17.3
Service,Museum,Q1,April,21.32
Service,Museum,Q3,March,22.63
Service,Museum,Q2,February,22.26
Service,Museum,Q1,January,24.81
Service,Museum,Q3,July,25.55
Service,Museum,Q2,August,23.12
Service,Museum,Q1,June,27.6
Service,Museum,Q3,April,28.53
Residential,School,Q2,June,29.91
Residential,School,Q1,April,30.62
Residential,School,Q3,March,31.46
Residential,School,Q2,February,25.83
Residential,School,Q1,January,26.3
Residential,School,Q3,July,34.3
Residential,School,Q2,August,35.66
Residential,School,Q1,June,35.13
Residential,School,Q3,April,35.21
Culture,Library,Q2,June,38.26
Culture,Library,Q1,April,38.76
Culture,Library,Q3,March,33.33
Culture,Library,Q2,February,41.4
Culture,Library,Q1,January,44.83
Culture,Library,Q3,July,45.35
Culture,Library,Q2,August,46.25
Culture,Library,Q1,June,48.93
Culture,Library,Q3,April,50.04
Service,Administration,Q2,June,52.41
Service,Administration,Q1,April,54.6
Service,Administration,Q3,March,56.43
Service,Administration,Q2,February,59.98
Service,Administration,Q1,January,61.46
Service,Administration,Q3,July,62.36
Service,Administration,Q2,August,63.93
Service,Administration,Q1,June,61.58
Service,Administration,Q3,April,65.61
Residential,Hotel,Q2,June,61.45
Residential,Hotel,Q1,April,66.98
Residential,Hotel,Q3,March,68.94
Residential,Hotel,Q2,February,69.82
Residential,Hotel,Q1,January,70.74
Residential,Hotel,Q3,July,71.36
Residential,Hotel,Q2,August,71.85
Residential,Hotel,Q1,June,73.2
Residential,Hotel,Q3,April,69.11
Culture,Apartment,Q2,June,75.53
Culture,Apartment,Q1,April,76.76
Culture,Apartment,Q3,March,70.72
Culture,Apartment,Q2,February,78.41
Culture,Apartment,Q1,January,79.32
Culture,Apartment,Q3,July,80.96
Culture,Apartment,Q2,August,80.9
Culture,Apartment,Q1,June,81.35
Culture,Apartment,Q3,April,81.59
Service,House,Q2,June,83.79
Service,House,Q1,April,67.97
Service,House,Q3,March,86.61
Service,House,Q2,February,89.31
Service,House,Q1,January,90.23
Service,House,Q3,July,90.3
Service,House,Q2,August,93.85
Service,House,Q1,June,94.8
Service,House,Q3,April,95.17
