Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Maryland,Columbia,Temperature,31-40,0.84
2016,Maryland,Columbia,Wind,11-20,1.23
2016,Maryland,Columbia,Humidity,Breeze,2.59
2016,Maryland,Columbia,Temperature,Storm,3.78
2016,Maryland,Columbia,Wind,Low,3.95
2016,Maryland,Columbia,Humidity,Medium,3.69
2016,Maryland,Columbia,Temperature,High,0.93
2016,Maryland,Columbia,Wind,31-40,4.62
2016,Maryland,Columbia,Humidity,11-20,8.7
2020,Florida,Aberdeen,Temperature,31-40,8.46
2020,Florida,Aberdeen,Wind,11-20,8.47
2020,Florida,Aberdeen,Humidity,Breeze,10.38
2020,Florida,Aberdeen,Temperature,Storm,12.98
2020,Florida,Aberdeen,Wind,Low,10.36
2020,Florida,Aberdeen,Humidity,Medium,14.56
2020,Florida,Aberdeen,Temperature,High,11.11
2020,Florida,Aberdeen,Wind,31-40,13.44
2020,Florida,Aberdeen,Humidity,11-20,17.03
2022,Massachusetts,Baltimore,Temperature,31-40,18.54
2022,Massachusetts,Baltimore,Wind,11-20,18.8
2022,Massachusetts,Baltimore,Humidity,Breeze,20.88
2022,Massachusetts,Baltimore,Temperature,Storm,21.4
2022,Massachusetts,Baltimore,Wind,Low,4.08
2022,Massachusetts,Baltimore,Humidity,Medium,23.93
2022,Massachusetts,Baltimore,Temperature,High,24.02
2022,Massachusetts,Baltimore,Wind,31-40,23.78
2022,Massachusetts,Baltimore,Humidity,11-20,26.61
2016,Maryland,Tampa,Temperature,31-40,27.84
2016,Maryland,Tampa,Wind,11-20,27.13
2016,Maryland,Tampa,Humidity,Breeze,26.44
2016,Maryland,Tampa,Temperature,Storm,27.44
2016,Maryland,Tampa,Wind,Low,25.69
2016,Maryland,Tampa,Humidity,Medium,23.82
2016,Maryland,Tampa,Temperature,High,0.75
2016,Maryland,Tampa,Wind,31-40,26.52
2016,Maryland,Tampa,Humidity,11-20,1.02
2020,Florida,Fort Lauderdale,Temperature,31-40,8.75
2020,Florida,Fort Lauderdale,Wind,11-20,4.66
2020,Florida,Fort Lauderdale,Humidity,Breeze,10.48
2020,Florida,Fort Lauderdale,Temperature,Storm,10.5
2020,Florida,Fort Lauderdale,Wind,Low,1.2
2020,Florida,Fort Lauderdale,Humidity,Medium,11.63
2020,Florida,Fort Lauderdale,Temperature,High,12.19
2020,Florida,Fort Lauderdale,Wind,31-40,12.25
2020,Florida,Fort Lauderdale,Humidity,11-20,12.47
2022,Massachusetts,Cambridge,Temperature,31-40,12.49
2022,Massachusetts,Cambridge,Wind,11-20,13.11
2022,Massachusetts,Cambridge,Humidity,Breeze,13.94
2022,Massachusetts,Cambridge,Temperature,Storm,14.79
2022,Massachusetts,Cambridge,Wind,Low,15.98
2022,Massachusetts,Cambridge,Humidity,Medium,4.38
2022,Massachusetts,Cambridge,Temperature,High,4.54
2022,Massachusetts,Cambridge,Wind,31-40,5.81
2022,Massachusetts,Cambridge,Humidity,11-20,6.64
2016,Maryland,Boston,Temperature,31-40,19.92
2016,Maryland,Boston,Wind,11-20,19.77
2016,Maryland,Boston,Humidity,Breeze,20.87
2016,Maryland,Boston,Temperature,Storm,20.45
2016,Maryland,Boston,Wind,Low,21.25
2016,Maryland,Boston,Humidity,Medium,21.24
2016,Maryland,Boston,Temperature,High,21.26
2016,Maryland,Boston,Wind,31-40,23.63
2016,Maryland,Boston,Humidity,11-20,24.3
