Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q4,December,Minnesota,Minneapolis,3.31
Service,School,Q1,October,Minnesota,Hastings,4.36
Service,School,Q4,March,Minnesota,Minneapolis,5.94
Service,School,Q1,February,Minnesota,Hastings,6.58
Service,School,Q4,January,Minnesota,Minneapolis,10.73
Service,School,Q1,December,Minnesota,Hastings,13.94
Residential,Hospital,Q4,December,Minnesota,Minneapolis,16.04
Residential,Hospital,Q1,October,Minnesota,Hastings,23.65
Residential,Hospital,Q4,March,Minnesota,Minneapolis,24.86
Residential,Hospital,Q1,February,Minnesota,Hastings,25.3
Residential,Hospital,Q4,January,Minnesota,Minneapolis,24.85
Residential,Hospital,Q1,December,Minnesota,Hastings,32.38
Production,Library,Q4,December,Minnesota,Minneapolis,38.8
Production,Library,Q1,October,Minnesota,Hastings,39.75
Production,Library,Q4,March,Minnesota,Minneapolis,44.98
Production,Library,Q1,February,Minnesota,Hastings,45.54
Production,Library,Q4,January,Minnesota,Minneapolis,46.7
Production,Library,Q1,December,Minnesota,Hastings,48.21
Service,Apartment,Q4,December,Minnesota,Minneapolis,52.5
Service,Apartment,Q1,October,Minnesota,Hastings,53.31
Service,Apartment,Q4,March,Minnesota,Minneapolis,57.45
Service,Apartment,Q1,February,Minnesota,Hastings,58.77
Service,Apartment,Q4,January,Minnesota,Minneapolis,60.37
Service,Apartment,Q1,December,Minnesota,Hastings,62.2
Residential,House,Q4,December,Minnesota,Minneapolis,63.13
Residential,House,Q1,October,Minnesota,Hastings,63.24
Residential,House,Q4,March,Minnesota,Minneapolis,64.9
Residential,House,Q1,February,Minnesota,Hastings,66.04
Residential,House,Q4,January,Minnesota,Minneapolis,63.43
Residential,House,Q1,December,Minnesota,Hastings,68.21
Production,Hotel,Q4,December,Minnesota,Minneapolis,68.6
Production,Hotel,Q1,October,Minnesota,Hastings,70.22
Production,Hotel,Q4,March,Minnesota,Minneapolis,71.58
Production,Hotel,Q1,February,Minnesota,Hastings,73.87
Production,Hotel,Q4,January,Minnesota,Minneapolis,76.92
Production,Hotel,Q1,December,Minnesota,Hastings,77.84
Service,Factory,Q4,December,Minnesota,Minneapolis,81.46
Service,Factory,Q1,October,Minnesota,Hastings,83.88
Service,Factory,Q4,March,Minnesota,Minneapolis,84.34
Service,Factory,Q1,February,Minnesota,Hastings,86.18
Service,Factory,Q4,January,Minnesota,Minneapolis,87.39
Service,Factory,Q1,December,Minnesota,Hastings,88.67
Residential,Workshop,Q4,December,Minnesota,Minneapolis,87.82
Residential,Workshop,Q1,October,Minnesota,Hastings,88.06
Residential,Workshop,Q4,March,Minnesota,Minneapolis,91.58
Residential,Workshop,Q1,February,Minnesota,Hastings,93.09
Residential,Workshop,Q4,January,Minnesota,Minneapolis,96.68
Residential,Workshop,Q1,December,Minnesota,Hastings,98.65
