Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Illinois,Springfield,Wind,Storm,2.47
2017,Illinois,Springfield,Humidity,Calm,3.58
2017,Illinois,Springfield,Wind,Breeze,4.27
2017,Illinois,Springfield,Humidity,High,5.23
2017,Illinois,Springfield,Wind,Low,7.38
2017,Illinois,Springfield,Humidity,Storm,8.13
2018,Maryland,Champaign,Wind,Storm,10.31
2018,Maryland,Champaign,Humidity,Calm,10.35
2018,Maryland,Champaign,Wind,Breeze,12.58
2018,Maryland,Champaign,Humidity,High,13.33
2018,Maryland,Champaign,Wind,Low,13.83
2018,Maryland,Champaign,Humidity,Storm,11.0
2015,Illinois,Chicago,Wind,Storm,16.78
2015,Illinois,Chicago,Humidity,Calm,12.05
2015,Illinois,Chicago,Wind,Breeze,18.84
2015,Illinois,Chicago,Humidity,High,18.99
2015,Illinois,Chicago,Wind,Low,20.61
2015,Illinois,Chicago,Humidity,Storm,20.19
2017,Maryland,Baltimore,Wind,Storm,22.55
2017,Maryland,Baltimore,Humidity,Calm,22.58
2017,Maryland,Baltimore,Wind,Breeze,19.35
2017,Maryland,Baltimore,Humidity,High,25.71
2017,Maryland,Baltimore,Wind,Low,26.06
2017,Maryland,Baltimore,Humidity,Storm,26.1
2018,Illinois,Aberdeen,Wind,Storm,20.84
2018,Illinois,Aberdeen,Humidity,Calm,27.57
2018,Illinois,Aberdeen,Wind,Breeze,25.12
2018,Illinois,Aberdeen,Humidity,High,25.99
2018,Illinois,Aberdeen,Wind,Low,26.66
2018,Illinois,Aberdeen,Humidity,Storm,24.12
2015,Maryland,Columbia,Wind,Storm,13.52
2015,Maryland,Columbia,Humidity,Calm,15.02
2015,Maryland,Columbia,Wind,Breeze,16.15
2015,Maryland,Columbia,Humidity,High,18.29
2015,Maryland,Columbia,Wind,Low,19.87
2015,Maryland,Columbia,Humidity,Storm,21.81
