Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Massachusetts,Cambridge,Humidity,Low,1.5
2016,Massachusetts,Cambridge,Wind,High,2.85
2016,Massachusetts,Cambridge,Temperature,Calm,3.53
2016,Massachusetts,Cambridge,Humidity,Storm,4.47
2016,Massachusetts,Cambridge,Wind,Breeze,3.51
2016,Massachusetts,Cambridge,Temperature,21-30,4.16
2016,Massachusetts,Cambridge,Humidity,0-10,7.95
2016,Massachusetts,Cambridge,Wind,11-20,8.09
2016,Massachusetts,Cambridge,Temperature,Low,9.21
2015,Illinois,Boston,Humidity,Low,10.19
2015,Illinois,Boston,Wind,High,11.09
2015,Illinois,Boston,Temperature,Calm,12.31
2015,Illinois,Boston,Humidity,Storm,12.12
2015,Illinois,Boston,Wind,Breeze,14.71
2015,Illinois,Boston,Temperature,21-30,15.79
2015,Illinois,Boston,Humidity,0-10,16.17
2015,Illinois,Boston,Wind,11-20,17.94
2015,Illinois,Boston,Temperature,Low,18.82
2016,Oregon,Lenox,Humidity,Low,16.45
2016,Oregon,Lenox,Wind,High,11.45
2016,Oregon,Lenox,Temperature,Calm,19.17
2016,Oregon,Lenox,Humidity,Storm,17.61
2016,Oregon,Lenox,Wind,Breeze,21.0
2016,Oregon,Lenox,Temperature,21-30,24.81
2016,Oregon,Lenox,Humidity,0-10,25.14
2016,Oregon,Lenox,Wind,11-20,23.53
2016,Oregon,Lenox,Temperature,Low,27.17
2015,Massachusetts,Chicago,Humidity,Low,26.06
2015,Massachusetts,Chicago,Wind,High,26.8
2015,Massachusetts,Chicago,Temperature,Calm,25.86
2015,Massachusetts,Chicago,Humidity,Storm,24.69
2015,Massachusetts,Chicago,Wind,Breeze,26.21
2015,Massachusetts,Chicago,Temperature,21-30,26.71
2015,Massachusetts,Chicago,Humidity,0-10,26.81
2015,Massachusetts,Chicago,Wind,11-20,26.47
2015,Massachusetts,Chicago,Temperature,Low,27.99
2016,Illinois,Springfield,Humidity,Low,11.93
2016,Illinois,Springfield,Wind,High,11.82
2016,Illinois,Springfield,Temperature,Calm,12.39
2016,Illinois,Springfield,Humidity,Storm,15.86
2016,Illinois,Springfield,Wind,Breeze,17.79
2016,Illinois,Springfield,Temperature,21-30,18.67
2016,Illinois,Springfield,Humidity,0-10,18.18
2016,Illinois,Springfield,Wind,11-20,20.78
2016,Illinois,Springfield,Temperature,Low,21.85
2015,Oregon,Champaign,Humidity,Low,21.53
2015,Oregon,Champaign,Wind,High,22.04
2015,Oregon,Champaign,Temperature,Calm,22.39
2015,Oregon,Champaign,Humidity,Storm,26.92
2015,Oregon,Champaign,Wind,Breeze,1.01
2015,Oregon,Champaign,Temperature,21-30,8.44
2015,Oregon,Champaign,Humidity,0-10,10.08
2015,Oregon,Champaign,Wind,11-20,12.15
2015,Oregon,Champaign,Temperature,Low,12.37
2016,Massachusetts,Redmond,Humidity,Low,13.22
2016,Massachusetts,Redmond,Wind,High,14.76
2016,Massachusetts,Redmond,Temperature,Calm,14.62
2016,Massachusetts,Redmond,Humidity,Storm,15.72
2016,Massachusetts,Redmond,Wind,Breeze,4.37
2016,Massachusetts,Redmond,Temperature,21-30,0.4
2016,Massachusetts,Redmond,Humidity,0-10,6.84
2016,Massachusetts,Redmond,Wind,11-20,8.77
2016,Massachusetts,Redmond,Temperature,Low,9.8
2015,Illinois,Portland,Humidity,Low,10.73
2015,Illinois,Portland,Wind,High,12.41
2015,Illinois,Portland,Temperature,Calm,12.84
2015,Illinois,Portland,Humidity,Storm,14.73
2015,Illinois,Portland,Wind,Breeze,14.66
2015,Illinois,Portland,Temperature,21-30,15.98
2015,Illinois,Portland,Humidity,0-10,16.76
2015,Illinois,Portland,Wind,11-20,16.12
2015,Illinois,Portland,Temperature,Low,16.84
2016,Oregon,Salem,Humidity,Low,18.48
2016,Oregon,Salem,Wind,High,19.49
2016,Oregon,Salem,Temperature,Calm,0.29
2016,Oregon,Salem,Humidity,Storm,6.49
2016,Oregon,Salem,Wind,Breeze,6.35
2016,Oregon,Salem,Temperature,21-30,13.53
2016,Oregon,Salem,Humidity,0-10,13.03
2016,Oregon,Salem,Wind,11-20,5.21
2016,Oregon,Salem,Temperature,Low,6.64
