State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Georgia,Albany,2019,Air,Thermal,0.71
Georgia,Albany,2019,Soil,Light,1.57
Georgia,Albany,2019,Air,Noise,15.65
Georgia,Albany,2019,Soil,Solid Waste,20.72
Georgia,Albany,2019,Air,Industrial,30.38
Georgia,Albany,2019,Soil,Inferior Irrigation,30.05
Georgia,Albany,2019,Air,Urban Activities,39.6
Georgia,Albany,2019,Soil,Inorganic Fertilizers,-89.4
Georgia,Albany,2019,Air,Thermal,41.76
Georgia,Albany,2019,Soil,Light,41.36
Florida,Columbus,2022,Air,Thermal,-83.27
Florida,Columbus,2022,Soil,Light,48.94
Florida,Columbus,2022,Air,Noise,-75.95
Florida,Columbus,2022,Soil,Solid Waste,59.17
Florida,Columbus,2022,Air,Industrial,-68.26
Florida,Columbus,2022,Soil,Inferior Irrigation,-69.35
Florida,Columbus,2022,Air,Urban Activities,-66.88
Florida,Columbus,2022,Soil,Inorganic Fertilizers,-61.45
Florida,Columbus,2022,Air,Thermal,67.83
Florida,Columbus,2022,Soil,Light,69.01
Georgia,Tampa,2020,Air,Thermal,72.97
Georgia,Tampa,2020,Soil,Light,73.19
Georgia,Tampa,2020,Air,Noise,76.28
Georgia,Tampa,2020,Soil,Solid Waste,77.0
Georgia,Tampa,2020,Air,Industrial,78.39
Georgia,Tampa,2020,Soil,Inferior Irrigation,79.81
Georgia,Tampa,2020,Air,Urban Activities,76.8
Georgia,Tampa,2020,Soil,Inorganic Fertilizers,-50.19
Georgia,Tampa,2020,Air,Thermal,91.44
Georgia,Tampa,2020,Soil,Light,-31.84
Florida,Fort Lauderdale,2019,Air,Thermal,97.93
Florida,Fort Lauderdale,2019,Soil,Light,99.54
Florida,Fort Lauderdale,2019,Air,Noise,97.26
Florida,Fort Lauderdale,2019,Soil,Solid Waste,-25.21
Florida,Fort Lauderdale,2019,Air,Industrial,-22.24
Florida,Fort Lauderdale,2019,Soil,Inferior Irrigation,-22.73
Florida,Fort Lauderdale,2019,Air,Urban Activities,-15.61
Florida,Fort Lauderdale,2019,Soil,Inorganic Fertilizers,-13.86
Florida,Fort Lauderdale,2019,Air,Thermal,-8.18
Florida,Fort Lauderdale,2019,Soil,Light,-1.69
