Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q3,September,2.54
Culture,Theatre,Q4,July,5.06
Culture,Theatre,Q1,August,6.3
Culture,Theatre,Q3,November,8.83
Culture,Theatre,Q4,December,9.98
Culture,Theatre,Q1,October,12.47
Culture,Theatre,Q3,February,13.75
Culture,Theatre,Q4,January,13.4
Culture,Theatre,Q1,March,14.46
Service,Concert,Q3,September,13.34
Service,Concert,Q4,July,17.94
Service,Concert,Q1,August,26.86
Service,Concert,Q3,November,28.27
Service,Concert,Q4,December,36.72
Service,Concert,Q1,October,36.33
Service,Concert,Q3,February,41.46
Service,Concert,Q4,January,42.21
Service,Concert,Q1,March,42.42
Culture,Museum,Q3,September,49.43
Culture,Museum,Q4,July,50.1
Culture,Museum,Q1,August,51.79
Culture,Museum,Q3,November,52.75
Culture,Museum,Q4,December,53.04
Culture,Museum,Q1,October,54.32
Culture,Museum,Q3,February,54.08
Culture,Museum,Q4,January,51.47
Culture,Museum,Q1,March,57.22
Service,Hospital,Q3,September,57.95
Service,Hospital,Q4,July,52.44
Service,Hospital,Q1,August,60.54
Service,Hospital,Q3,November,61.91
Service,Hospital,Q4,December,63.72
Service,Hospital,Q1,October,70.67
Service,Hospital,Q3,February,70.49
Service,Hospital,Q4,January,73.26
Service,Hospital,Q1,March,73.68
Culture,Administration,Q3,September,77.21
Culture,Administration,Q4,July,79.05
Culture,Administration,Q1,August,80.91
Culture,Administration,Q3,November,85.58
Culture,Administration,Q4,December,88.7
Culture,Administration,Q1,October,90.33
Culture,Administration,Q3,February,90.15
Culture,Administration,Q4,January,92.06
Culture,Administration,Q1,March,99.35
