Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Michigan,Port Huron,Humidity,Medium,0.96
2019,Michigan,Port Huron,Temperature,High,1.08
2019,Michigan,Port Huron,Humidity,21-30,1.68
2019,Michigan,Port Huron,Temperature,31-40,3.79
2019,Michigan,Port Huron,Humidity,11-20,4.88
2019,Michigan,Port Huron,Temperature,Medium,2.74
2022,Oregon,Detroit,Humidity,Medium,6.61
2022,Oregon,Detroit,Temperature,High,6.59
2022,Oregon,Detroit,Humidity,21-30,8.15
2022,Oregon,Detroit,Temperature,31-40,8.47
2022,Oregon,Detroit,Humidity,11-20,10.81
2022,Oregon,Detroit,Temperature,Medium,11.3
2016,Michigan,Redmond,Humidity,Medium,11.18
2016,Michigan,Redmond,Temperature,High,14.53
2016,Michigan,Redmond,Humidity,21-30,14.59
2016,Michigan,Redmond,Temperature,31-40,16.5
2016,Michigan,Redmond,Humidity,11-20,16.66
2016,Michigan,Redmond,Temperature,Medium,18.39
2019,Oregon,Portland,Humidity,Medium,19.89
2019,Oregon,Portland,Temperature,High,19.92
2019,Oregon,Portland,Humidity,21-30,21.97
2019,Oregon,Portland,Temperature,31-40,20.85
2019,Oregon,Portland,Humidity,11-20,23.13
2019,Oregon,Portland,Temperature,Medium,24.24
2022,Michigan,Salem,Humidity,Medium,25.28
2022,Michigan,Salem,Temperature,High,26.21
2022,Michigan,Salem,Humidity,21-30,27.1
2022,Michigan,Salem,Temperature,31-40,27.91
2022,Michigan,Salem,Humidity,11-20,17.06
2022,Michigan,Salem,Temperature,Medium,1.91
