Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q4,November,1.4
Service,Administration,Q3,December,1.23
Service,Administration,Q4,August,3.34
Service,Administration,Q3,July,6.54
Residential,School,Q4,November,16.92
Residential,School,Q3,December,19.93
Residential,School,Q4,August,23.53
Residential,School,Q3,July,24.41
Production,Library,Q4,November,30.65
Production,Library,Q3,December,30.23
Production,Library,Q4,August,30.3
Production,Library,Q3,July,34.03
Service,Hotel,Q4,November,35.27
Service,Hotel,Q3,December,36.43
Service,Hotel,Q4,August,38.62
Service,Hotel,Q3,July,39.51
Residential,House,Q4,November,46.27
Residential,House,Q3,December,47.29
Residential,House,Q4,August,49.1
Residential,House,Q3,July,50.22
Production,Factory,Q4,November,51.06
Production,Factory,Q3,December,52.8
Production,Factory,Q4,August,69.09
Production,Factory,Q3,July,73.05
Service,Workshop,Q4,November,77.14
Service,Workshop,Q3,December,83.67
Service,Workshop,Q4,August,91.59
Service,Workshop,Q3,July,93.15
