Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,May,3.79
Culture,Theatre,Q4,April,4.53
Culture,Theatre,Q1,December,5.58
Culture,Theatre,Q2,October,7.79
Culture,Theatre,Q4,January,8.05
Culture,Theatre,Q1,March,9.4
Culture,Theatre,Q2,February,9.51
Culture,Theatre,Q4,May,11.4
Culture,Theatre,Q1,April,9.37
Production,Museum,Q2,May,10.54
Production,Museum,Q4,April,14.57
Production,Museum,Q1,December,17.68
Production,Museum,Q2,October,20.16
Production,Museum,Q4,January,21.98
Production,Museum,Q1,March,22.89
Production,Museum,Q2,February,23.74
Production,Museum,Q4,May,25.23
Production,Museum,Q1,April,30.5
Residential,Concert,Q2,May,31.3
Residential,Concert,Q4,April,32.37
Residential,Concert,Q1,December,31.25
Residential,Concert,Q2,October,32.09
Residential,Concert,Q4,January,35.48
Residential,Concert,Q1,March,35.46
Residential,Concert,Q2,February,37.18
Residential,Concert,Q4,May,36.79
Residential,Concert,Q1,April,34.31
Culture,Workshop,Q2,May,40.07
Culture,Workshop,Q4,April,41.64
Culture,Workshop,Q1,December,42.27
Culture,Workshop,Q2,October,43.18
Culture,Workshop,Q4,January,46.02
Culture,Workshop,Q1,March,47.72
Culture,Workshop,Q2,February,46.98
Culture,Workshop,Q4,May,48.99
Culture,Workshop,Q1,April,50.71
Production,Factory,Q2,May,51.22
Production,Factory,Q4,April,55.47
Production,Factory,Q1,December,58.11
Production,Factory,Q2,October,60.6
Production,Factory,Q4,January,66.43
Production,Factory,Q1,March,68.36
Production,Factory,Q2,February,72.47
Production,Factory,Q4,May,73.74
Production,Factory,Q1,April,75.87
Residential,House,Q2,May,77.16
Residential,House,Q4,April,77.41
Residential,House,Q1,December,79.11
Residential,House,Q2,October,80.45
Residential,House,Q4,January,78.18
Residential,House,Q1,March,78.97
Residential,House,Q2,February,83.29
Residential,House,Q4,May,77.56
Residential,House,Q1,April,85.68
Culture,Hotel,Q2,May,87.61
Culture,Hotel,Q4,April,90.52
Culture,Hotel,Q1,December,92.58
Culture,Hotel,Q2,October,95.93
Culture,Hotel,Q4,January,96.56
Culture,Hotel,Q1,March,97.39
Culture,Hotel,Q2,February,98.32
Culture,Hotel,Q4,May,97.87
Culture,Hotel,Q1,April,99.94
