Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,April,2.58
Culture,Museum,Q1,June,4.45
Culture,Museum,Q4,March,5.29
Culture,Museum,Q2,January,7.77
Culture,Museum,Q1,February,8.72
Culture,Museum,Q4,December,10.06
Culture,Museum,Q2,October,11.76
Culture,Museum,Q1,April,11.56
Culture,Museum,Q4,June,13.94
Production,Concert,Q2,April,14.25
Production,Concert,Q1,June,14.5
Production,Concert,Q4,March,16.76
Production,Concert,Q2,January,17.16
Production,Concert,Q1,February,21.39
Production,Concert,Q4,December,26.94
Production,Concert,Q2,October,26.51
Production,Concert,Q1,April,30.42
Production,Concert,Q4,June,32.84
Residential,Factory,Q2,April,33.17
Residential,Factory,Q1,June,32.85
Residential,Factory,Q4,March,43.51
Residential,Factory,Q2,January,43.03
Residential,Factory,Q1,February,45.26
Residential,Factory,Q4,December,46.51
Residential,Factory,Q2,October,49.1
Residential,Factory,Q1,April,50.43
Residential,Factory,Q4,June,51.39
Culture,Workshop,Q2,April,51.91
Culture,Workshop,Q1,June,53.33
Culture,Workshop,Q4,March,54.57
Culture,Workshop,Q2,January,67.25
Culture,Workshop,Q1,February,68.17
Culture,Workshop,Q4,December,68.87
Culture,Workshop,Q2,October,67.96
Culture,Workshop,Q1,April,71.71
Culture,Workshop,Q4,June,71.19
Production,House,Q2,April,73.29
Production,House,Q1,June,74.98
Production,House,Q4,March,75.78
Production,House,Q2,January,75.67
Production,House,Q1,February,77.05
Production,House,Q4,December,80.11
Production,House,Q2,October,81.26
Production,House,Q1,April,81.55
Production,House,Q4,June,81.73
Residential,Hotel,Q2,April,84.38
Residential,Hotel,Q1,June,85.18
Residential,Hotel,Q4,March,86.53
Residential,Hotel,Q2,January,67.36
Residential,Hotel,Q1,February,86.49
Residential,Hotel,Q4,December,92.47
Residential,Hotel,Q2,October,94.63
Residential,Hotel,Q1,April,95.7
Residential,Hotel,Q4,June,94.96
