Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Georgia,Columbus,Humidity,Medium,0.93
2019,Georgia,Columbus,Temperature,Low,1.99
2019,Georgia,Columbus,Humidity,11-20,4.45
2019,Georgia,Columbus,Temperature,0-10,5.22
2019,Georgia,Columbus,Humidity,21-30,6.39
2019,Georgia,Columbus,Temperature,Medium,7.34
2018,Massachusetts,Albany,Humidity,Medium,5.79
2018,Massachusetts,Albany,Temperature,Low,11.24
2018,Massachusetts,Albany,Humidity,11-20,11.34
2018,Massachusetts,Albany,Temperature,0-10,12.83
2018,Massachusetts,Albany,Humidity,21-30,12.24
2018,Massachusetts,Albany,Temperature,Medium,15.42
2019,Georgia,Washington,Humidity,Medium,15.84
2019,Georgia,Washington,Temperature,Low,16.25
2019,Georgia,Washington,Humidity,11-20,18.09
2019,Georgia,Washington,Temperature,0-10,19.77
2019,Georgia,Washington,Humidity,21-30,16.46
2019,Georgia,Washington,Temperature,Medium,15.64
2018,Massachusetts,Cambridge,Humidity,Medium,17.21
2018,Massachusetts,Cambridge,Temperature,Low,22.14
2018,Massachusetts,Cambridge,Humidity,11-20,17.06
2018,Massachusetts,Cambridge,Temperature,0-10,19.88
2018,Massachusetts,Cambridge,Humidity,21-30,26.96
2018,Massachusetts,Cambridge,Temperature,Medium,26.43
2019,Georgia,Boston,Humidity,Medium,21.28
2019,Georgia,Boston,Temperature,Low,20.25
2019,Georgia,Boston,Humidity,11-20,21.93
2019,Georgia,Boston,Temperature,0-10,26.78
2019,Georgia,Boston,Humidity,21-30,26.11
2019,Georgia,Boston,Temperature,Medium,24.19
2018,Massachusetts,Lenox,Humidity,Medium,13.56
2018,Massachusetts,Lenox,Temperature,Low,18.1
2018,Massachusetts,Lenox,Humidity,11-20,18.52
2018,Massachusetts,Lenox,Temperature,0-10,20.22
2018,Massachusetts,Lenox,Humidity,21-30,21.55
2018,Massachusetts,Lenox,Temperature,Medium,22.21
