Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q3,July,1.12
Service,Library,Q1,August,2.25
Service,Library,Q2,September,2.98
Service,Library,Q3,March,4.8
Service,Library,Q1,February,1.86
Service,Library,Q2,January,2.97
Service,Library,Q3,May,6.14
Service,Library,Q1,June,3.18
Service,Library,Q2,April,9.33
Production,Hospital,Q3,July,1.49
Production,Hospital,Q1,August,11.56
Production,Hospital,Q2,September,14.84
Production,Hospital,Q3,March,15.83
Production,Hospital,Q1,February,16.12
Production,Hospital,Q2,January,20.09
Production,Hospital,Q3,May,20.08
Production,Hospital,Q1,June,23.27
Production,Hospital,Q2,April,24.85
Culture,School,Q3,July,26.15
Culture,School,Q1,August,27.77
Culture,School,Q2,September,33.11
Culture,School,Q3,March,37.29
Culture,School,Q1,February,42.5
Culture,School,Q2,January,43.56
Culture,School,Q3,May,44.36
Culture,School,Q1,June,43.64
Culture,School,Q2,April,46.55
Service,Workshop,Q3,July,47.92
Service,Workshop,Q1,August,48.82
Service,Workshop,Q2,September,43.58
Service,Workshop,Q3,March,48.05
Service,Workshop,Q1,February,51.13
Service,Workshop,Q2,January,55.45
Service,Workshop,Q3,May,57.95
Service,Workshop,Q1,June,61.47
Service,Workshop,Q2,April,62.94
Production,Factory,Q3,July,66.9
Production,Factory,Q1,August,67.35
Production,Factory,Q2,September,68.97
Production,Factory,Q3,March,66.07
Production,Factory,Q1,February,67.27
Production,Factory,Q2,January,67.08
Production,Factory,Q3,May,72.97
Production,Factory,Q1,June,73.37
Production,Factory,Q2,April,73.45
Culture,Concert,Q3,July,67.57
Culture,Concert,Q1,August,76.86
Culture,Concert,Q2,September,77.76
Culture,Concert,Q3,March,76.87
Culture,Concert,Q1,February,76.2
Culture,Concert,Q2,January,81.17
Culture,Concert,Q3,May,83.97
Culture,Concert,Q1,June,85.4
Culture,Concert,Q2,April,86.51
Service,Museum,Q3,July,89.36
Service,Museum,Q1,August,90.58
Service,Museum,Q2,September,89.41
Service,Museum,Q3,March,90.09
Service,Museum,Q1,February,93.41
Service,Museum,Q2,January,90.45
Service,Museum,Q3,May,89.84
Service,Museum,Q1,June,96.93
Service,Museum,Q2,April,92.71
