Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q4,December,Michigan,Port Huron,2.35
Culture,Museum,Q2,November,Illinois,Chicago,14.29
Culture,Museum,Q4,June,Michigan,Port Huron,16.31
Culture,Museum,Q2,May,Illinois,Chicago,17.13
Production,Theatre,Q4,December,Michigan,Port Huron,21.11
Production,Theatre,Q2,November,Illinois,Chicago,22.46
Production,Theatre,Q4,June,Michigan,Port Huron,28.83
Production,Theatre,Q2,May,Illinois,Chicago,30.97
Service,Concert,Q4,December,Michigan,Port Huron,36.62
Service,Concert,Q2,November,Illinois,Chicago,49.44
Service,Concert,Q4,June,Michigan,Port Huron,50.92
Service,Concert,Q2,May,Illinois,Chicago,51.66
Culture,Factory,Q4,December,Michigan,Port Huron,57.73
Culture,Factory,Q2,November,Illinois,Chicago,61.62
Culture,Factory,Q4,June,Michigan,Port Huron,63.94
Culture,Factory,Q2,May,Illinois,Chicago,66.22
Production,Workshop,Q4,December,Michigan,Port Huron,68.13
Production,Workshop,Q2,November,Illinois,Chicago,69.79
Production,Workshop,Q4,June,Michigan,Port Huron,68.44
Production,Workshop,Q2,May,Illinois,Chicago,73.79
Service,School,Q4,December,Michigan,Port Huron,74.67
Service,School,Q2,November,Illinois,Chicago,74.77
Service,School,Q4,June,Michigan,Port Huron,74.96
Service,School,Q2,May,Illinois,Chicago,78.44
Culture,Library,Q4,December,Michigan,Port Huron,79.64
Culture,Library,Q2,November,Illinois,Chicago,79.18
Culture,Library,Q4,June,Michigan,Port Huron,84.42
Culture,Library,Q2,May,Illinois,Chicago,87.15
Production,Hospital,Q4,December,Michigan,Port Huron,87.61
Production,Hospital,Q2,November,Illinois,Chicago,89.82
Production,Hospital,Q4,June,Michigan,Port Huron,90.74
Production,Hospital,Q2,May,Illinois,Chicago,99.04
