Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,April,2.97
Culture,Museum,Q3,June,5.64
Culture,Museum,Q2,May,8.02
Culture,Museum,Q3,September,11.41
Culture,Museum,Q2,August,15.4
Culture,Museum,Q3,July,32.41
Residential,Concert,Q2,April,33.51
Residential,Concert,Q3,June,35.46
Residential,Concert,Q2,May,36.29
Residential,Concert,Q3,September,39.21
Residential,Concert,Q2,August,40.45
Residential,Concert,Q3,July,41.06
Culture,Apartment,Q2,April,41.12
Culture,Apartment,Q3,June,44.06
Culture,Apartment,Q2,May,48.29
Culture,Apartment,Q3,September,51.14
Culture,Apartment,Q2,August,56.64
Culture,Apartment,Q3,July,56.83
Residential,House,Q2,April,59.58
Residential,House,Q3,June,63.02
Residential,House,Q2,May,75.88
Residential,House,Q3,September,77.13
Residential,House,Q2,August,78.0
Residential,House,Q3,July,81.72
Culture,Hotel,Q2,April,88.96
Culture,Hotel,Q3,June,89.49
Culture,Hotel,Q2,May,92.73
Culture,Hotel,Q3,September,95.78
Culture,Hotel,Q2,August,96.85
Culture,Hotel,Q3,July,99.85
