Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,October,Nevada,Las Vegas,1.04
Residential,Hotel,Q1,December,Florida,Fort Lauderdale,1.71
Residential,Hotel,Q3,February,Nevada,Tampa,3.71
Residential,Hotel,Q4,March,Florida,Las Vegas,5.25
Residential,Hotel,Q1,July,Nevada,Fort Lauderdale,5.04
Residential,Hotel,Q3,August,Florida,Tampa,7.17
Residential,Hotel,Q4,September,Nevada,Las Vegas,14.88
Residential,Hotel,Q1,October,Florida,Fort Lauderdale,15.54
Residential,Hotel,Q3,December,Nevada,Tampa,16.88
Production,Apartment,Q4,October,Nevada,Las Vegas,16.22
Production,Apartment,Q1,December,Florida,Fort Lauderdale,16.42
Production,Apartment,Q3,February,Nevada,Tampa,20.39
Production,Apartment,Q4,March,Florida,Las Vegas,22.65
Production,Apartment,Q1,July,Nevada,Fort Lauderdale,28.34
Production,Apartment,Q3,August,Florida,Tampa,28.95
Production,Apartment,Q4,September,Nevada,Las Vegas,31.19
Production,Apartment,Q1,October,Florida,Fort Lauderdale,33.36
Production,Apartment,Q3,December,Nevada,Tampa,34.93
Residential,House,Q4,October,Nevada,Las Vegas,36.46
Residential,House,Q1,December,Florida,Fort Lauderdale,37.4
Residential,House,Q3,February,Nevada,Tampa,37.15
Residential,House,Q4,March,Florida,Las Vegas,40.58
Residential,House,Q1,July,Nevada,Fort Lauderdale,41.14
Residential,House,Q3,August,Florida,Tampa,42.7
Residential,House,Q4,September,Nevada,Las Vegas,40.8
Residential,House,Q1,October,Florida,Fort Lauderdale,48.05
Residential,House,Q3,December,Nevada,Tampa,52.45
Production,Workshop,Q4,October,Nevada,Las Vegas,53.0
Production,Workshop,Q1,December,Florida,Fort Lauderdale,54.89
Production,Workshop,Q3,February,Nevada,Tampa,57.38
Production,Workshop,Q4,March,Florida,Las Vegas,57.24
Production,Workshop,Q1,July,Nevada,Fort Lauderdale,59.73
Production,Workshop,Q3,August,Florida,Tampa,62.86
Production,Workshop,Q4,September,Nevada,Las Vegas,68.33
Production,Workshop,Q1,October,Florida,Fort Lauderdale,69.34
Production,Workshop,Q3,December,Nevada,Tampa,74.91
Residential,Factory,Q4,October,Nevada,Las Vegas,76.11
Residential,Factory,Q1,December,Florida,Fort Lauderdale,77.83
Residential,Factory,Q3,February,Nevada,Tampa,79.85
Residential,Factory,Q4,March,Florida,Las Vegas,85.85
Residential,Factory,Q1,July,Nevada,Fort Lauderdale,94.94
Residential,Factory,Q3,August,Florida,Tampa,97.65
Residential,Factory,Q4,September,Nevada,Las Vegas,98.31
Residential,Factory,Q1,October,Florida,Fort Lauderdale,97.28
Residential,Factory,Q3,December,Nevada,Tampa,98.54
