State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Soil,Solid Waste,0.58
Oregon,Salem,Water,Inorganic Fertilizers,1.74
Oregon,Salem,Air,Inferior Irrigation,2.64
Oregon,Salem,Soil,Industrial,5.76
Oregon,Salem,Water,Urban Activities,8.23
Oregon,Salem,Air,Surface water,13.95
Oregon,Salem,Soil,Chemical,15.19
Oregon,Salem,Water,Groundwater,20.79
Oregon,Salem,Air,Oxygen-depletion,23.42
Oregon,Salem,Soil,Thermal,24.36
Oregon,Salem,Water,Light,28.02
Oregon,Salem,Air,Noise,29.26
Oregon,Salem,Soil,Solid Waste,-99.72
Oregon,Salem,Water,Inorganic Fertilizers,29.74
Oregon,Salem,Air,Inferior Irrigation,32.56
Florida,Portland,Soil,Solid Waste,-92.54
Florida,Portland,Water,Inorganic Fertilizers,-92.53
Florida,Portland,Air,Inferior Irrigation,-87.73
Florida,Portland,Soil,Industrial,41.27
Florida,Portland,Water,Urban Activities,-87.64
Florida,Portland,Air,Surface water,45.44
Florida,Portland,Soil,Chemical,-82.48
Florida,Portland,Water,Groundwater,46.67
Florida,Portland,Air,Oxygen-depletion,-82.95
Florida,Portland,Soil,Thermal,-79.99
Florida,Portland,Water,Light,-78.61
Florida,Portland,Air,Noise,51.83
Florida,Portland,Soil,Solid Waste,52.25
Florida,Portland,Water,Inorganic Fertilizers,-76.62
Florida,Portland,Air,Inferior Irrigation,53.88
Oregon,Redmond,Soil,Solid Waste,52.64
Oregon,Redmond,Water,Inorganic Fertilizers,-72.03
Oregon,Redmond,Air,Inferior Irrigation,57.8
Oregon,Redmond,Soil,Industrial,-70.75
Oregon,Redmond,Water,Urban Activities,-69.32
Oregon,Redmond,Air,Surface water,57.15
Oregon,Redmond,Soil,Chemical,52.66
Oregon,Redmond,Water,Groundwater,-64.19
Oregon,Redmond,Air,Oxygen-depletion,-61.5
Oregon,Redmond,Soil,Thermal,68.51
Oregon,Redmond,Water,Light,67.71
Oregon,Redmond,Air,Noise,68.39
Oregon,Redmond,Soil,Solid Waste,72.74
Oregon,Redmond,Water,Inorganic Fertilizers,73.47
Oregon,Redmond,Air,Inferior Irrigation,75.87
Florida,Tampa,Soil,Solid Waste,-52.85
Florida,Tampa,Water,Inorganic Fertilizers,78.12
Florida,Tampa,Air,Inferior Irrigation,-46.25
Florida,Tampa,Soil,Industrial,-45.6
Florida,Tampa,Water,Urban Activities,-45.54
Florida,Tampa,Air,Surface water,-34.89
Florida,Tampa,Soil,Chemical,87.68
Florida,Tampa,Water,Groundwater,-36.06
Florida,Tampa,Air,Oxygen-depletion,94.09
Florida,Tampa,Soil,Thermal,95.97
Florida,Tampa,Water,Light,-32.25
Florida,Tampa,Air,Noise,-31.38
Florida,Tampa,Soil,Solid Waste,-30.93
Florida,Tampa,Water,Inorganic Fertilizers,-30.8
Florida,Tampa,Air,Inferior Irrigation,97.81
Oregon,Fort Lauderdale,Soil,Solid Waste,-27.76
Oregon,Fort Lauderdale,Water,Inorganic Fertilizers,99.79
Oregon,Fort Lauderdale,Air,Inferior Irrigation,-32.7
Oregon,Fort Lauderdale,Soil,Industrial,-30.21
Oregon,Fort Lauderdale,Water,Urban Activities,-18.85
Oregon,Fort Lauderdale,Air,Surface water,-17.04
Oregon,Fort Lauderdale,Soil,Chemical,-17.32
Oregon,Fort Lauderdale,Water,Groundwater,-14.09
Oregon,Fort Lauderdale,Air,Oxygen-depletion,-13.12
Oregon,Fort Lauderdale,Soil,Thermal,-11.74
Oregon,Fort Lauderdale,Water,Light,-10.45
Oregon,Fort Lauderdale,Air,Noise,-10.25
Oregon,Fort Lauderdale,Soil,Solid Waste,-11.51
Oregon,Fort Lauderdale,Water,Inorganic Fertilizers,-7.65
Oregon,Fort Lauderdale,Air,Inferior Irrigation,-5.38
