Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,November,0.37
Culture,Theatre,Q3,December,0.14
Culture,Theatre,Q2,October,2.11
Culture,Theatre,Q4,September,6.15
Culture,Theatre,Q3,July,10.53
Culture,Theatre,Q2,May,20.87
Culture,Theatre,Q4,June,21.81
Culture,Theatre,Q3,November,22.46
Culture,Theatre,Q2,December,23.35
Service,Museum,Q4,November,21.0
Service,Museum,Q3,December,25.32
Service,Museum,Q2,October,23.56
Service,Museum,Q4,September,27.42
Service,Museum,Q3,July,23.3
Service,Museum,Q2,May,27.03
Service,Museum,Q4,June,30.04
Service,Museum,Q3,November,31.47
Service,Museum,Q2,December,32.56
Culture,Concert,Q4,November,37.53
Culture,Concert,Q3,December,39.51
Culture,Concert,Q2,October,44.57
Culture,Concert,Q4,September,46.09
Culture,Concert,Q3,July,47.48
Culture,Concert,Q2,May,46.93
Culture,Concert,Q4,June,49.6
Culture,Concert,Q3,November,54.1
Culture,Concert,Q2,December,55.36
Service,School,Q4,November,58.46
Service,School,Q3,December,63.19
Service,School,Q2,October,64.89
Service,School,Q4,September,65.54
Service,School,Q3,July,64.54
Service,School,Q2,May,66.87
Service,School,Q4,June,68.68
Service,School,Q3,November,69.64
Service,School,Q2,December,66.65
Culture,Administration,Q4,November,72.77
Culture,Administration,Q3,December,74.71
Culture,Administration,Q2,October,74.47
Culture,Administration,Q4,September,75.52
Culture,Administration,Q3,July,77.0
Culture,Administration,Q2,May,78.81
Culture,Administration,Q4,June,79.95
Culture,Administration,Q3,November,75.16
Culture,Administration,Q2,December,80.45
Service,Hospital,Q4,November,83.43
Service,Hospital,Q3,December,83.16
Service,Hospital,Q2,October,87.93
Service,Hospital,Q4,September,94.13
Service,Hospital,Q3,July,94.56
Service,Hospital,Q2,May,96.1
Service,Hospital,Q4,June,97.14
Service,Hospital,Q3,November,98.39
Service,Hospital,Q2,December,99.75
