Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Florida,Fort Lauderdale,Temperature,0-10,0.84
2019,Florida,Fort Lauderdale,Humidity,31-40,1.53
2019,Florida,Fort Lauderdale,Temperature,Low,2.61
2019,Florida,Fort Lauderdale,Humidity,Medium,3.43
2019,Florida,Fort Lauderdale,Temperature,High,4.17
2019,Florida,Fort Lauderdale,Humidity,0-10,5.06
2015,Nevada,Tampa,Temperature,0-10,3.36
2015,Nevada,Tampa,Humidity,31-40,6.78
2015,Nevada,Tampa,Temperature,Low,3.12
2015,Nevada,Tampa,Humidity,Medium,9.25
2015,Nevada,Tampa,Temperature,High,10.42
2015,Nevada,Tampa,Humidity,0-10,7.55
2022,Michigan,Reno,Temperature,0-10,8.09
2022,Michigan,Reno,Humidity,31-40,6.71
2022,Michigan,Reno,Temperature,Low,2.67
2022,Michigan,Reno,Humidity,Medium,15.92
2022,Michigan,Reno,Temperature,High,15.7
2022,Michigan,Reno,Humidity,0-10,17.06
2019,Florida,Las Vegas,Temperature,0-10,17.48
2019,Florida,Las Vegas,Humidity,31-40,19.66
2019,Florida,Las Vegas,Temperature,Low,19.72
2019,Florida,Las Vegas,Humidity,Medium,15.11
2019,Florida,Las Vegas,Temperature,High,13.57
2019,Florida,Las Vegas,Humidity,0-10,23.59
2015,Nevada,Boulder City,Temperature,0-10,24.92
2015,Nevada,Boulder City,Humidity,31-40,21.55
2015,Nevada,Boulder City,Temperature,Low,26.62
2015,Nevada,Boulder City,Humidity,Medium,18.82
2015,Nevada,Boulder City,Temperature,High,5.23
2015,Nevada,Boulder City,Humidity,0-10,24.96
2022,Michigan,Port Huron,Temperature,0-10,4.09
2022,Michigan,Port Huron,Humidity,31-40,25.19
2022,Michigan,Port Huron,Temperature,Low,3.77
2022,Michigan,Port Huron,Humidity,Medium,10.82
2022,Michigan,Port Huron,Temperature,High,11.94
2022,Michigan,Port Huron,Humidity,0-10,11.81
2019,Florida,Flint,Temperature,0-10,0.15
2019,Florida,Flint,Humidity,31-40,13.86
2019,Florida,Flint,Temperature,Low,15.85
2019,Florida,Flint,Humidity,Medium,15.88
2019,Florida,Flint,Temperature,High,4.95
2019,Florida,Flint,Humidity,0-10,4.04
2015,Nevada,Detroit,Temperature,0-10,17.49
2015,Nevada,Detroit,Humidity,31-40,4.06
2015,Nevada,Detroit,Temperature,Low,17.9
2015,Nevada,Detroit,Humidity,Medium,5.38
2015,Nevada,Detroit,Temperature,High,1.89
2015,Nevada,Detroit,Humidity,0-10,3.51
