Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Meat,Camel,644.35
Import,2016,Beverage,Pork,906.33
Import,2016,Cereals,Chicken,397.39
Import,2016,Meat,Tea,141.91
Import,2016,Beverage,Soda,141.27
Import,2016,Cereals,Coffee,789.86
Import,2016,Meat,Seeds,925.25
Import,2016,Beverage,Oats,285.01
Import,2016,Cereals,Camel,926.58
Import,2018,Meat,Camel,286.65
Import,2018,Beverage,Pork,545.92
Import,2018,Cereals,Chicken,799.71
Import,2018,Meat,Tea,806.95
Import,2018,Beverage,Soda,553.04
Import,2018,Cereals,Coffee,944.01
Import,2018,Meat,Seeds,817.73
Import,2018,Beverage,Oats,952.41
Import,2018,Cereals,Camel,709.15
Import,2022,Meat,Camel,844.26
Import,2022,Beverage,Pork,589.09
Import,2022,Cereals,Chicken,716.35
Import,2022,Meat,Tea,204.26
Import,2022,Beverage,Soda,81.07
Import,2022,Cereals,Coffee,210.75
Import,2022,Meat,Seeds,211.43
Import,2022,Beverage,Oats,979.95
Import,2022,Cereals,Camel,467.23
Import,2016,Meat,Camel,602.79
Import,2016,Beverage,Pork,222.4
Import,2016,Cereals,Chicken,225.45
Import,2016,Meat,Tea,229.28
Import,2016,Beverage,Soda,105.24
Import,2016,Cereals,Coffee,491.92
Import,2016,Meat,Seeds,502.27
Import,2016,Beverage,Oats,887.7
Import,2016,Cereals,Camel,120.73
