Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q2,June,Illinois,Springfield,4.84
Production,Workshop,Q4,May,Illinois,Champaign,11.88
Production,Workshop,Q2,April,Illinois,Springfield,15.14
Production,Workshop,Q4,October,Illinois,Champaign,17.61
Production,Workshop,Q2,November,Illinois,Springfield,20.46
Production,Workshop,Q4,December,Illinois,Champaign,24.52
Culture,Factory,Q2,June,Illinois,Springfield,24.19
Culture,Factory,Q4,May,Illinois,Champaign,25.12
Culture,Factory,Q2,April,Illinois,Springfield,26.34
Culture,Factory,Q4,October,Illinois,Champaign,32.18
Culture,Factory,Q2,November,Illinois,Springfield,32.42
Culture,Factory,Q4,December,Illinois,Champaign,32.71
Production,Museum,Q2,June,Illinois,Springfield,40.11
Production,Museum,Q4,May,Illinois,Champaign,41.82
Production,Museum,Q2,April,Illinois,Springfield,51.16
Production,Museum,Q4,October,Illinois,Champaign,53.4
Production,Museum,Q2,November,Illinois,Springfield,59.38
Production,Museum,Q4,December,Illinois,Champaign,63.3
Culture,Theatre,Q2,June,Illinois,Springfield,64.44
Culture,Theatre,Q4,May,Illinois,Champaign,68.75
Culture,Theatre,Q2,April,Illinois,Springfield,73.72
Culture,Theatre,Q4,October,Illinois,Champaign,76.81
Culture,Theatre,Q2,November,Illinois,Springfield,77.06
Culture,Theatre,Q4,December,Illinois,Champaign,89.84
