Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q4,November,3.17
Service,Hospital,Q2,December,5.91
Service,Hospital,Q3,October,5.86
Service,Hospital,Q4,May,7.6
Service,Hospital,Q2,June,8.01
Service,Hospital,Q3,July,9.65
Service,Hospital,Q4,August,10.53
Service,Hospital,Q2,September,11.64
Service,Hospital,Q3,November,12.37
Culture,School,Q4,November,12.95
Culture,School,Q2,December,14.06
Culture,School,Q3,October,14.25
Culture,School,Q4,May,16.31
Culture,School,Q2,June,13.22
Culture,School,Q3,July,22.61
Culture,School,Q4,August,22.44
Culture,School,Q2,September,24.63
Culture,School,Q3,November,25.61
Production,Concert,Q4,November,27.45
Production,Concert,Q2,December,28.87
Production,Concert,Q3,October,29.27
Production,Concert,Q4,May,29.55
Production,Concert,Q2,June,28.44
Production,Concert,Q3,July,32.11
Production,Concert,Q4,August,31.01
Production,Concert,Q2,September,34.02
Production,Concert,Q3,November,35.14
Service,Theatre,Q4,November,36.87
Service,Theatre,Q2,December,33.13
Service,Theatre,Q3,October,39.3
Service,Theatre,Q4,May,43.28
Service,Theatre,Q2,June,44.78
Service,Theatre,Q3,July,44.81
Service,Theatre,Q4,August,48.02
Service,Theatre,Q2,September,50.96
Service,Theatre,Q3,November,50.43
Culture,Museum,Q4,November,51.42
Culture,Museum,Q2,December,53.53
Culture,Museum,Q3,October,54.48
Culture,Museum,Q4,May,51.92
Culture,Museum,Q2,June,52.95
Culture,Museum,Q3,July,56.76
Culture,Museum,Q4,August,58.23
Culture,Museum,Q2,September,59.26
Culture,Museum,Q3,November,61.48
Production,Factory,Q4,November,62.7
Production,Factory,Q2,December,64.43
Production,Factory,Q3,October,65.23
Production,Factory,Q4,May,67.52
Production,Factory,Q2,June,68.24
Production,Factory,Q3,July,69.6
Production,Factory,Q4,August,70.09
Production,Factory,Q2,September,70.11
Production,Factory,Q3,November,72.8
Service,Workshop,Q4,November,78.3
Service,Workshop,Q2,December,83.6
Service,Workshop,Q3,October,83.98
Service,Workshop,Q4,May,85.19
Service,Workshop,Q2,June,85.24
Service,Workshop,Q3,July,90.09
Service,Workshop,Q4,August,94.16
Service,Workshop,Q2,September,95.22
Service,Workshop,Q3,November,98.35
