Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Massachusetts,Boston,Humidity,Medium,0.48
2015,Massachusetts,Boston,Temperature,High,1.11
2015,Massachusetts,Boston,Humidity,Low,1.78
2015,Massachusetts,Boston,Temperature,21-30,3.01
2015,Massachusetts,Boston,Humidity,11-20,3.14
2015,Massachusetts,Boston,Temperature,Medium,5.68
2022,Minnesota,Lenox,Humidity,Medium,4.4
2022,Minnesota,Lenox,Temperature,High,7.74
2022,Minnesota,Lenox,Humidity,Low,8.86
2022,Minnesota,Lenox,Temperature,21-30,9.27
2022,Minnesota,Lenox,Humidity,11-20,6.91
2022,Minnesota,Lenox,Temperature,Medium,6.6
2017,Georgia,Rochester,Humidity,Medium,12.87
2017,Georgia,Rochester,Temperature,High,12.95
2017,Georgia,Rochester,Humidity,Low,14.63
2017,Georgia,Rochester,Temperature,21-30,14.4
2017,Georgia,Rochester,Humidity,11-20,14.89
2017,Georgia,Rochester,Temperature,Medium,17.83
2015,Massachusetts,Minneapolis,Humidity,Medium,18.05
2015,Massachusetts,Minneapolis,Temperature,High,19.59
2015,Massachusetts,Minneapolis,Humidity,Low,20.91
2015,Massachusetts,Minneapolis,Temperature,21-30,21.83
2015,Massachusetts,Minneapolis,Humidity,11-20,20.94
2015,Massachusetts,Minneapolis,Temperature,Medium,14.98
2022,Minnesota,Hastings,Humidity,Medium,19.6
2022,Minnesota,Hastings,Temperature,High,25.33
2022,Minnesota,Hastings,Humidity,Low,26.39
2022,Minnesota,Hastings,Temperature,21-30,26.1
2022,Minnesota,Hastings,Humidity,11-20,26.53
2022,Minnesota,Hastings,Temperature,Medium,27.89
2017,Georgia,Albany,Humidity,Medium,26.38
2017,Georgia,Albany,Temperature,High,22.18
2017,Georgia,Albany,Humidity,Low,25.41
2017,Georgia,Albany,Temperature,21-30,8.41
2017,Georgia,Albany,Humidity,11-20,8.94
2017,Georgia,Albany,Temperature,Medium,9.35
2015,Massachusetts,Washington,Humidity,Medium,9.46
2015,Massachusetts,Washington,Temperature,High,9.05
2015,Massachusetts,Washington,Humidity,Low,3.86
2015,Massachusetts,Washington,Temperature,21-30,12.86
2015,Massachusetts,Washington,Humidity,11-20,12.03
2015,Massachusetts,Washington,Temperature,Medium,13.87
2022,Minnesota,Columbus,Humidity,Medium,14.35
2022,Minnesota,Columbus,Temperature,High,16.57
2022,Minnesota,Columbus,Humidity,Low,16.5
2022,Minnesota,Columbus,Temperature,21-30,4.79
2022,Minnesota,Columbus,Humidity,11-20,21.5
2022,Minnesota,Columbus,Temperature,Medium,22.25
