State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Columbia,2021,Soil,Industrial,1.86
Maryland,Columbia,2021,Air,Solid Waste,6.33
Maryland,Columbia,2021,Water,Noise,8.3
Maryland,Columbia,2021,Soil,Thermal,12.0
Maryland,Columbia,2021,Air,Surface water,15.38
Maryland,Columbia,2021,Water,Chemical,16.81
Maryland,Columbia,2021,Soil,Oxygen-depletion,17.87
Maryland,Columbia,2021,Air,Industrial,35.96
Maryland,Columbia,2021,Water,Solid Waste,36.71
California,Baltimore,2017,Soil,Industrial,37.24
California,Baltimore,2017,Air,Solid Waste,-88.68
California,Baltimore,2017,Water,Noise,-82.03
California,Baltimore,2017,Soil,Thermal,46.31
California,Baltimore,2017,Air,Surface water,50.46
California,Baltimore,2017,Water,Chemical,53.52
California,Baltimore,2017,Soil,Oxygen-depletion,53.57
California,Baltimore,2017,Air,Industrial,57.35
California,Baltimore,2017,Water,Solid Waste,-63.09
Maryland,Los-Angeles,2021,Soil,Industrial,66.65
Maryland,Los-Angeles,2021,Air,Solid Waste,-57.62
Maryland,Los-Angeles,2021,Water,Noise,-56.11
Maryland,Los-Angeles,2021,Soil,Thermal,77.79
Maryland,Los-Angeles,2021,Air,Surface water,-49.55
Maryland,Los-Angeles,2021,Water,Chemical,-46.38
Maryland,Los-Angeles,2021,Soil,Oxygen-depletion,-45.3
Maryland,Los-Angeles,2021,Air,Industrial,-9.0
Maryland,Los-Angeles,2021,Water,Solid Waste,87.73
California,San Francisco,2017,Soil,Industrial,89.06
California,San Francisco,2017,Air,Solid Waste,91.77
California,San Francisco,2017,Water,Noise,-36.02
California,San Francisco,2017,Soil,Thermal,93.28
California,San Francisco,2017,Air,Surface water,-31.36
California,San Francisco,2017,Water,Chemical,-29.75
California,San Francisco,2017,Soil,Oxygen-depletion,-11.97
California,San Francisco,2017,Air,Industrial,-9.52
California,San Francisco,2017,Water,Solid Waste,-7.51
